SiteID,Date-Time,ac_current,ac_power,ac_voltage,ambient_temp,das_battery_voltage,das_temperature,dc_neg_current,dc_neg_voltage,dc_pos_current,dc_pos_voltage,dc_power,dc_power_1,dc_power_2,inveter_temp,module_temp_1,module_temp_2,module_temp_3,poa_irradiance
51,1999-01-01 00:15:00,5.53,-20.386,121.85,0.1689,0,0,0,0,0,0,0,0,0,15.604,-1.7244,-2.3223,-1.5436,0
51,1999-01-01 00:30:00,5.5336,-20.386,121.89,-0.16057,0,0,0,0,0,0,0,0,0,15.592,-2.723,-2.723,-2.723,0
51,1999-01-01 00:45:00,5.545,-20.378,122.14,-0.54179,0,0,0,0,0,0,0,0,0,15.52,-2.7225,-3.2038,-2.7225,0
51,1999-01-01 01:00:00,5.552,-19.618,122.29,-0.72005,0,0,0,0,0,0,0,0,0,15.344,-2.7301,-3.8968,-2.7221,0
51,1999-01-01 01:15:00,5.5455,-20.352,122.08,-0.66652,0,0,0,0,0,0,0,0,0,15.27,-2.7219,-2.7217,-2.7217,0
51,1999-01-01 01:30:00,5.5299,-20.038,121.76,-0.81822,0,0,0,0,0,0,0,0,0,15.241,-2.7212,-2.7212,-2.7212,0
51,1999-01-01 01:45:00,5.526,-20.058,121.65,-0.49799,0,0,0,0,0,0,0,0,0,15.114,-2.3984,-2.721,-2.4536,0
51,1999-01-01 02:00:00,5.5336,-20.172,121.77,-0.00982,0,0,0,0,0,0,0,0,0,15.041,-1.3051,-2.0445,-1.3209,0
51,1999-01-01 02:15:00,5.5338,-20.157,121.82,0.16612,0,0,0,0,0,0,0,0,0,14.91,-0.69795,-1.3366,-0.77383,0
51,1999-01-01 02:30:00,5.5498,-20.092,122.18,0.30245,0,0,0,0,0,0,0,0,0,14.808,-0.18945,-1.1533,-0.24258,0
51,1999-01-01 02:45:00,5.5511,-20.081,122.23,-0.10691,0,0,0,0,0,0,0,0,0,14.573,-0.24258,-1.0091,-0.16669,0
51,1999-01-01 03:00:00,5.5557,-20.494,122.28,0.18022,0,0,0,0,0,0,0,0,0,14.563,-0.2274,-1.1533,-0.18186,0
51,1999-01-01 03:15:00,5.5559,-19.923,122.32,0.61091,0,0,0,0,0,0,0,0,0,14.513,0.06099,-0.06044,0.06099,0
51,1999-01-01 03:30:00,5.5588,-20.495,122.35,1.1926,0,0,0,0,0,0,0,0,0,14.55,0.06099,0.06099,0.06099,0
51,1999-01-01 03:45:00,5.5606,-20.193,122.4,1.3605,0,0,0,0,0,0,0,0,0,14.613,0.06099,0.06099,0.06099,0
51,1999-01-01 04:00:00,5.5574,-20.189,122.41,1.3081,0,0,0,0,0,0,0,0,0,14.683,0.06099,0.06099,0.06101,0
51,1999-01-01 04:15:00,5.5519,-20.038,122.26,1.2918,0,0,0,0,0,0,0,0,0,14.833,0.06103,0.06099,0.06099,0
51,1999-01-01 04:30:00,5.5539,-20.091,122.25,1.1536,0,0,0,0,0,0,0,0,0,14.833,0.06099,0.06099,0.06099,0
51,1999-01-01 04:45:00,5.5523,-20.041,122.23,1.4796,0,0,0,0,0,0,0,0,0,14.839,0.06099,0.06099,0.06832,0
51,1999-01-01 05:00:00,5.5489,-20.185,122.18,2.8338,0,0,0,0,0,0,0,0,0,14.973,1.8354,1.152,1.5986,0
51,1999-01-01 05:15:00,5.5405,-19.871,121.98,2.7213,0,0,0,0,0,0,0,0,0,15.074,2.4981,2.0522,2.406,0
51,1999-01-01 05:30:00,5.5397,-20.211,121.94,2.1929,0,0,0,0,0,0,0,0,0,15.02,1.4081,1.2406,1.4152,0
51,1999-01-01 05:45:00,5.5419,-20.158,122.02,1.9532,0,0,0,0,0,0,0,0,0,15.077,0.99148,0.16357,0.89624,0
51,1999-01-01 06:00:00,5.5402,-20.369,122.01,1.7666,0,0,0,0,0,0,0,0,0,15.143,0.07565,0.06099,0.06099,0
51,1999-01-01 06:15:00,5.5219,-20.006,121.68,1.5682,0,0,0,0,0,0,0,0,0,15.142,0.06099,0.06099,0.06099,0
51,1999-01-01 06:30:00,5.5108,-20.195,121.4,2.0014,0,0,0,0,0,0,0,0,0,15.046,0.29545,0.06832,0.18555,0
51,1999-01-01 06:45:00,5.5094,-20.176,121.38,2.2766,0,0,0,0,0,0,0,0,0,15.107,1.3209,0.51525,1.138,0
