SiteID,Date-Time,ac_current,ac_power,ac_voltage,ambient_temp,das_battery_voltage,das_temperature,dc_neg_current,dc_neg_voltage,dc_pos_current,dc_pos_voltage,dc_power,dc_power_1,dc_power_2,inveter_temp,module_temp_1,module_temp_2,module_temp_3,poa_irradiance
51,2009-01-01 00:00:00,0,-7.4274,120.39,10.818,14.127,14.705,0.00002,0.40654,-0.00024,-0.00116,0,0,0,16.346,8.8398,-26.97,7.76,-2.9875
51,2009-01-01 00:15:00,0,-5.7853,119.68,10.916,14.115,14.789,0.0001,0.35328,-0.00021,0.00029,0.00003,0,0,16.376,8.8337,-26.97,7.6662,-3.0372
51,2009-01-01 00:30:00,0,-10.072,120.01,10.71,14.121,14.931,0.00024,0.34257,-0.00005,-0.00145,0.00008,0,0,16.538,8.7369,-26.97,7.2832,-3.2962
51,2009-01-01 00:45:00,0,-9.7592,120.03,10.996,14.122,14.941,0.00005,0.34199,0.00002,-0.00304,0.00002,0,0,16.661,8.8398,-26.97,7.7544,-3.1175
51,2009-01-01 01:00:00,0,-7.3137,120.07,11.041,14.121,14.974,0.00011,0.33447,-0.00005,-0.00159,0.00004,0,0,16.866,8.8808,-26.97,8.1521,-2.8029
51,2009-01-01 01:15:00,0,-6.5071,120.01,11.214,14.119,15.018,0.00019,0.30856,0.00005,-0.00304,0.00006,0,0,16.692,9.8257,-26.97,8.6985,-2.7475
51,2009-01-01 01:30:00,0,-8.6572,120.05,10.908,14.119,15.051,0.00013,0.29235,-0.00005,-0.00101,0.00004,0,0,16.642,9.0982,-26.97,8.2731,-3.0971
51,2009-01-01 01:45:00,0,-8.477,120.18,9.9622,14.117,15.078,0.00025,0.28352,-0.00004,-0.00231,0.00007,0,0,16.829,8.1474,-26.97,6.8301,-3.7285
51,2009-01-01 02:00:00,0,-12.697,120.13,10.348,14.116,15.079,0.00008,0.27035,-0.00005,-0.00043,0.00002,0,0,16.598,8.6097,-26.97,7.3062,-2.9568
51,2009-01-01 02:15:00,0,-8.7157,120.22,10.129,14.116,15.076,0.0001,0.26109,-0.00006,-0.00231,0.00002,0,0,16.56,7.1853,-26.97,6.1232,-3.9808
51,2009-01-01 02:30:00,0,-3.9907,120.09,9.8381,14.116,15.076,0.00027,0.25675,-0.00004,-0.00145,0.00007,0,0,16.752,6.6261,-26.97,5.3966,-3.6187
51,2009-01-01 02:45:00,0,-0.75573,120.21,9.7321,14.116,15.067,0.00021,0.25429,-0.00003,-0.00145,0.00005,0,0,16.782,6.2006,-26.97,4.7132,-4.1687
51,2009-01-01 03:00:00,0,-2.7919,120.16,8.5926,14.116,15.046,0.00022,0.25313,-0.00018,-0.00188,0.00006,0,0,16.574,4.652,-26.97,3.769,-3.7975
51,2009-01-01 03:15:00,0,3.7153,120.06,9.1527,14.118,15.008,0.0004,0.25443,-0.00008,-0.00246,0.0001,0,0,16.665,6.6261,-26.97,5.723,-1.9044
51,2009-01-01 03:30:00,0,-0.40017,120.17,9.1199,14.119,14.988,0.00025,0.25588,0.00004,-0.00246,0.00006,0,0,16.501,6.394,-26.97,5.3248,-2.7316
51,2009-01-01 03:45:00,0,-10.315,120.29,8.5008,14.119,14.962,0.00014,0.25921,-0.00006,-0.00173,0.00004,0,0,16.453,4.9895,-26.97,4.2386,-3.2737
51,2009-01-01 04:00:00,0,-7.5521,120.22,9.0988,14.12,14.916,0.00018,0.26095,-0.0001,-0.00043,0.00005,0,0,16.374,5.7127,-26.97,4.6585,-3.4739
51,2009-01-01 04:15:00,0,-6.698,120.13,9.2546,14.122,14.839,0.0001,0.26182,-0.00016,-0.00014,0.00003,0,0,16.405,7.0944,-26.97,6.029,-2.6807
51,2009-01-01 04:30:00,0,-7.1289,120.16,9.2736,14.125,14.754,0.0001,0.26688,-0.00007,-0.00058,0.00003,0,0,16.203,6.8697,-26.97,6.122,-3.0315
51,2009-01-01 04:45:00,0,-5.5945,120.02,9.4183,14.127,14.681,0.00012,0.27036,-0.00013,-0.00058,0.00003,0,0,16.107,6.9821,-26.97,5.8384,-3.3178
