SiteID,Date-Time,ac_current,ac_power,ac_voltage,ambient_temp,das_battery_voltage,das_temperature,dc_neg_current,dc_neg_voltage,dc_pos_current,dc_pos_voltage,dc_power,dc_power_1,dc_power_2,inveter_temp,module_temp_1,module_temp_2,module_temp_3,poa_irradiance
51,2007-04-01 00:00:00,0,-4849.2,120.03,7.7387,14.061,16.675,0,0.00014,-0.00003,-0.00029,0,0,0,18.252,4.9371,-26.97,4.9838,-2.2204
51,2007-04-01 00:15:00,0,-4876.2,119.95,7.5209,14.064,16.543,0.00007,0.00116,-0.00003,-0.00347,0,0,0,17.896,3.7421,-26.97,3.8386,-2.4409
51,2007-04-01 00:30:00,0,-4856.6,119.99,5.9855,14.067,16.449,-0.00002,-0.00072,0.00002,0.00101,0,0,0,18.077,2.8072,-26.97,3.0066,-2.6319
51,2007-04-01 00:45:00,0,-4868.4,119.82,6.0349,14.069,16.392,0.00004,-0.00014,0,0.00029,0,0,0,16.617,2.1093,-26.97,2.9219,-2.2639
51,2007-04-01 01:00:00,0,-4770.6,119.87,6.5399,14.071,16.35,0.00014,0.00043,-0.00002,-0.00101,0,0,0,18.37,3.0148,-26.97,3.0148,-1.8446
51,2007-04-01 01:15:00,0,-4737.8,119.77,6.7702,14.071,16.325,0.00012,0.00029,-0.00002,0.00159,0,0,0,17.663,3.0148,-26.97,3.0148,-1.7321
51,2007-04-01 01:30:00,0,-4787.1,119.99,6.6502,14.072,16.306,0.00006,0.00014,0,0.00231,0,0,0,17.035,3.0906,-26.97,4.0619,-1.4661
51,2007-04-01 01:45:00,0,-4731.2,120.03,6.9086,14.072,16.302,0.00004,0.00014,-0.00002,-0.00087,0,0,0,18.273,3.0148,-26.97,3.6554,-1.8696
51,2007-04-01 02:00:00,0,-4725.6,119.99,6.4743,14.074,16.266,0.00008,-0.00043,0,-0.00029,0,0,0,17.38,3.0562,-26.97,3.0699,-1.8162
51,2007-04-01 02:15:00,0,-4742.5,119.73,7.7477,14.071,16.237,0.00023,0,0,-0.00144,0,0,0,-99999,3.4258,-26.97,3.7341,-1.5993
51,2007-04-01 02:30:00,0,-4726.1,119.75,7.0223,14.077,16.168,0.00016,0.00058,0,-0.00072,0,0,0,16.86,3.9172,-26.97,3.8897,-0.98539
51,2007-04-01 02:45:00,0,-4714.7,119.86,6.6853,14.08,16.055,0.00004,0.00029,0,0,0,0,0,17.777,3.4281,-26.97,3.5246,-2.5368
51,2007-04-01 03:00:00,0,-4741.2,119.73,7.5777,14.082,15.986,0.0001,0.00014,0,0.00433,0,0,0,17.062,3.6348,-26.97,3.7174,-1.7185
51,2007-04-01 03:15:00,0,-4759.2,119.85,6.705,14.084,15.928,-0.00011,-0.00014,-0.00002,0.00289,0,0,0,17.154,3.6073,-26.984,3.7106,-1.8071
51,2007-04-01 03:30:00,0,-4694.9,119.67,6.8833,14.086,15.868,-0.00004,0.00014,0,0.00159,0,0,0,17.306,3.015,-26.97,3.015,-2.1197
51,2007-04-01 03:45:00,0,-4700.1,119.68,5.8886,14.087,15.801,0.00012,-0.00014,0,-0.00072,0,0,0,17.318,3.0013,-26.97,3.0155,-3.0517
51,2007-04-01 04:00:00,0,-4722.9,119.52,5.6212,14.09,15.709,0,0,0,0.00116,0,0,0,16.864,1.9615,-26.97,2.2469,-2.9176
51,2007-04-01 04:15:00,0,-4717.8,119.45,5.6507,14.093,15.603,0.0001,0.00058,0,0.00231,0,0,0,16.931,2.8043,-26.97,2.9397,-2.3108
51,2007-04-01 04:30:00,0,-4701.1,119.46,5.3748,14.098,15.478,0.00015,0,0,-0.00058,0,0,0,16.88,2.1986,-26.97,2.3412,-2.2905
