SiteID,Date-Time,ac_current,ac_power,ac_voltage,ambient_temp,das_battery_voltage,das_temperature,dc_neg_current,dc_neg_voltage,dc_pos_current,dc_pos_voltage,dc_power,dc_power_1,dc_power_2,inveter_temp,module_temp_1,module_temp_2,module_temp_3,poa_irradiance
51,2006-01-01 00:00:00,-0.00579,0,-2.4367,8.8295,0,11.978,0,-1.6128,-0.00002,-0.00179,-0.00001,0,0,11.712,7.3488,-26.97,8.2069,-2.1768
51,2006-01-01 00:15:00,-0.00567,-0.00152,-2.4384,9.8371,0,11.986,-0.00021,-1.4047,0,-0.00372,0.00029,0,0,11.716,8.3052,-26.97,9.4839,-1.0286
51,2006-01-01 00:30:00,-0.00569,-0.00606,-2.4381,9.4874,0,11.953,-0.00011,-1.3091,-0.00003,-0.0021,0.00014,0,0,11.703,8.4334,-26.97,9.4834,-1.0836
51,2006-01-01 00:45:00,-0.00583,0,-2.4368,9.6453,0,11.897,0,-1.1778,0,-0.00196,0.00001,0,0,11.682,8.3939,-26.968,9.4567,-1.217
51,2006-01-01 01:00:00,-0.00584,-0.00757,-2.4383,9.7824,0,11.865,-0.00015,-1.1894,-0.00003,-0.00235,0.00018,0,0,11.689,8.4313,-26.97,9.4848,-1.3585
51,2006-01-01 01:15:00,-0.00578,-0.00531,-2.4376,9.2282,0,11.803,-0.00004,-1.2877,-0.00002,-0.00457,0.00005,0,0,11.653,7.5421,-26.97,8.7353,-2.2085
51,2006-01-01 01:30:00,-0.00592,-0.00606,-2.4385,8.7758,0,11.747,-0.00003,-1.3282,-0.00002,-0.00368,0.00004,0,0,11.578,7.3506,-26.97,7.9676,-1.6592
51,2006-01-01 01:45:00,-0.00599,-0.00531,-2.4387,9.151,0,11.698,-0.00003,-1.2874,-0.00003,-0.00309,0.00003,0,0,11.527,7.3506,-26.968,8.715,-1.3471
51,2006-01-01 02:00:00,-0.00581,-0.00379,-2.4389,9.0543,0,11.677,-0.00012,-1.2177,-0.00002,-0.00201,0.00015,0,0,11.5,7.3506,-26.97,8.6308,-1.1286
51,2006-01-01 02:15:00,-0.00615,-0.01355,-2.4397,9.0595,0,11.647,-0.00007,-1.2583,-0.00002,-0.00237,0.00008,0,0,11.465,7.3506,-26.97,8.7452,-1.3221
51,2006-01-01 02:30:00,-0.00601,-0.00379,-2.4392,8.7464,0,11.58,-0.00006,-1.2798,-0.00004,-0.00278,0.00007,0,0,11.403,7.3506,-26.97,8.2137,-1.3674
51,2006-01-01 02:45:00,-0.00601,-0.00606,-2.4443,7.9249,0,11.462,0.00003,-1.1488,-0.00003,-0.00252,-0.00004,0,0,11.245,7.2574,-26.97,7.3506,-1.2791
51,2006-01-01 03:00:00,-0.00606,-0.01363,-2.4448,8.3764,0,11.372,-0.00003,-1.13,-0.00002,-0.00241,0.00003,0,0,11.139,7.214,-26.97,7.7176,-1.4117
51,2006-01-01 03:15:00,-0.00618,-0.0091,-2.4452,8.6293,0,11.327,-0.00011,-1.0868,-0.00005,-0.00224,0.00012,0,0,11.109,7.3506,-26.97,7.8313,-1.5743
51,2006-01-01 03:30:00,-0.00622,-0.00681,-2.4497,8.2436,0,11.251,-0.00013,-1.002,-0.00002,-0.00303,0.00013,0,0,11.061,6.3905,-26.97,7.3927,-2.2819
51,2006-01-01 03:45:00,-0.00598,-0.0091,-2.4525,8.8503,0,11.212,-0.00007,-0.99123,-0.00003,-0.00173,0.00007,0,0,11.005,6.6995,-26.97,8.2189,-1.778
51,2006-01-01 04:00:00,-0.00618,-0.00681,-2.4529,8.7962,0,11.202,-0.00007,-0.93635,-0.00005,-0.00201,0.00007,0,0,11,7.2679,-26.968,8.0045,-1.896
51,2006-01-01 04:15:00,-0.00614,-0.01364,-2.4513,7.6093,0,11.117,0,-0.82747,-0.00002,-0.0017,0,0,0,10.899,5.415,-26.973,7.3518,-2.4621
