SiteID,Date-Time,ac_current,ac_power,ac_power_1,ac_power_2,ac_voltage,ambient_temp,dc_neg_current,dc_neg_voltage,dc_pos_current,dc_pos_voltage,dc_power,dc_power_1,dc_power_2,inverter_temp_2,inveter_temp,module_temp_1,module_temp_2,module_temp_3,poa_irradiance
50,2001-04-11 20:15:00,5.4392,-18.396,,,121.95,0.85311,0,0,0,0,0,0,0,20.605,24.305,-2.609,-2.6406,-1.3477,10.752
50,2001-04-11 20:30:00,5.4486,-16.327,,,122.13,1.2096,0,0,0,0,0,0,0,19.813,23.254,-1.3043,-1.6236,-0.636,12.98
50,2001-04-11 20:45:00,5.464,-23.681,,,122.36,1.5344,0,0,0,0,0,0,0,19.154,22.373,0.15466,-0.05802,0.49235,13.94
50,2001-04-11 21:00:00,5.4571,-15.076,,,122.23,1.5439,0,0,0,0,0,0,0,18.835,21.528,0.14732,0.14732,0.61715,13.41
50,2001-04-11 21:15:00,5.4652,-18.124,,,122.3,1.4342,0,0,0,0,0,0,0,18.231,20.749,0.14732,0.07127,0.14732,12.918
50,2001-04-11 21:30:00,5.4748,-20.087,,,122.47,1.6341,0,0,0,0,0,0,0,17.795,20.135,0.14732,0.14732,0.18403,13.864
50,2001-04-11 21:45:00,5.4544,-13.769,,,122,1.5582,0,0,0,0,0,0,0,17.481,19.607,0.14732,0.14732,0.15466,13.73
50,2001-04-11 22:00:00,5.4658,-22.47,,,122.15,1.6014,0,0,0,0,0,0,0,17.368,19.213,0.14732,0.14732,0.162,13.89
50,2001-04-11 22:15:00,5.4764,-14.849,,,122.47,1.7505,0,0,0,0,0,0,0,17.12,18.816,0.162,0.14732,0.96218,13.758
50,2001-04-11 22:30:00,5.491,-17.575,,,122.76,1.6944,0,0,0,0,0,0,0,16.978,18.48,0.162,0.14732,0.94016,13.558
50,2001-04-11 22:45:00,5.5003,-22.813,,,122.93,1.5178,0,0,0,0,0,0,0,16.873,18.227,0.04085,-0.55234,0.16935,12.909
50,2001-04-11 23:00:00,5.4725,-21.388,,,122.24,1.4953,0,0,0,0,0,0,0,16.696,17.935,0.14732,0.09409,0.14732,13.838
50,2001-04-11 23:15:00,5.472,-15.346,,,122.24,1.6147,0,0,0,0,0,0,0,16.562,17.669,0.21339,0.15466,0.48501,14.267
50,2001-04-11 23:30:00,5.473,-21.435,,,122.21,1.3031,0,0,0,0,0,0,0,16.279,17.243,0.39692,0.22073,0.98421,13.548
50,2001-04-11 23:45:00,5.4797,-17.201,,,122.36,0.94862,0,0,0,0,0,0,0,16.282,17.168,0.15468,0.14734,0.23543,13.204
50,2001-04-12 00:00:00,5.4808,-14.438,,,122.42,0.99106,0,0,0,0,0,0,0,16.123,16.978,0.14734,0.14738,0.14742,13.408
50,2001-04-12 00:15:00,5.4801,-17.277,,,122.43,0.99789,0,0,0,0,0,0,0,16.119,16.899,0.14757,0.14748,0.15497,13.531
50,2001-04-12 00:30:00,5.4859,-23.613,,,122.48,0.97244,0,0,0,0,0,0,0,16.115,16.82,0.14771,0.14755,0.14761,13.524
50,2001-04-12 00:45:00,5.485,-15.321,,,122.51,1.0024,0,0,0,0,0,0,0,16.097,16.748,0.14753,0.14759,0.19913,13.687
