SiteID,Date-Time,ac_current,ac_power,ac_voltage,ambient_temp,dc_neg_current,dc_neg_voltage,dc_pos_current,dc_pos_voltage,dc_power,dc_power_1,dc_power_2,inverter_temp_2,inveter_temp,module_temp_1,module_temp_2,module_temp_3,poa_irradiance
50,2000-07-13 09:45:00,37.231,4403.1,121.22,27.556,11.56,218.22,11.407,215.88,4984.5,2462.54316,2522.6232,31.937,35.939,50.373,-26.42,51.307,853.98
50,2000-07-13 10:00:00,37.096,4433.7,121.41,27.554,11.658,217.85,11.514,215.79,5023.8,2484.60606,2539.6953,35.091,40.691,51.609,-26.841,52.609,876.94
50,2000-07-13 10:15:00,37.495,4547.6,121.51,27.805,11.953,217.91,11.819,216.02,5157.3,2553.14038,2604.67823,38.643,45.607,52.119,-26.339,53.294,902.19
50,2000-07-13 10:30:00,38.001,4680.3,121.83,27.392,12.284,218.32,12.171,216.23,5313.2,2631.73533,2681.84288,41.409,48.906,51.39,-25.984,52.08,926.83
50,2000-07-13 10:45:00,37.19,4618.3,121.75,28.946,12.184,217.7,12.097,216.34,5269.4,2617.06498,2652.4568,43.257,51.015,53.604,-17.537,54.012,947.05
50,2000-07-13 11:00:00,37.222,4665.2,121.5,28.925,12.328,217.44,12.246,216.31,5329.4,2648.93226,2680.60032,44.39,52.569,54.034,-21.453,54.833,962.02
50,2000-07-13 11:15:00,35.399,4451.7,121.04,29.686,11.827,216.7,11.772,215.87,5103.8,2541.22164,2562.9109,45.463,53.971,57.225,-24.66,58.423,966.4
50,2000-07-13 11:30:00,36.211,4596.5,121.26,28.973,12.177,217.25,12.139,216.2,5269.9,2624.4518,2645.45325,46.325,54.94,57.188,-18.843,57.756,980.27
50,2000-07-13 11:45:00,36.312,4632.8,121.05,30.219,12.287,217.2,12.252,216.36,5319.7,2650.84272,2668.7364,46.956,54.888,56.904,11.684,57.384,1002.4
50,2000-07-13 12:00:00,34.534,4428.6,121.24,30.893,11.722,217.53,11.683,217.1,5086,2536.3793,2549.88666,47.737,56.117,58.865,-24.648,59.464,987
50,2000-07-13 12:15:00,28.84,3647.1,120.91,29.419,9.5558,218.34,9.5069,217.12,4165.3,2064.13813,2086.41337,48.307,58.56,55.876,10.149,56.369,776.45
50,2000-07-13 12:30:00,34.365,4418.5,121.44,29.483,11.565,220.15,11.518,218.5,5060.6,2516.683,2546.03475,48.456,56.908,50.331,-12.484,51.118,900.83
50,2000-07-13 12:45:00,15.096,1747.8,120.08,29.328,4.5822,217.28,4.5021,216.45,1968.5,974.47955,995.62042,49.13,59.353,47.087,-11.357,46.83,329.84
50,2000-07-13 13:00:00,15.665,1811.8,119.98,29.474,4.7005,218.51,4.6338,217.69,2033.6,1008.73192,1027.10626,48.719,59.043,38.806,-24.649,38.854,321.82
50,2000-07-13 13:15:00,18.872,2253.5,120.02,29.301,5.7386,220.64,5.6768,219.61,2511.8,1246.68205,1266.1647,48.38,58.857,38.734,-24.675,39.273,397.59
50,2000-07-13 13:30:00,19.134,2304.7,120.17,29.111,5.89,217.46,5.8199,216.51,2539.7,1260.06655,1280.8394,48.243,58.788,39.589,-24.688,39.685,404.33
50,2000-07-13 13:45:00,17.253,2036.4,120.43,29.151,5.2698,216.71,5.2157,215.84,2266.1,1125.75669,1142.01836,48.101,58.829,39.442,-24.727,39.703,362.52
50,2000-07-13 14:00:00,16.96,2003.8,120.66,28.94,5.1494,218.48,5.1056,217.52,2236.5,1110.57011,1125.04091,47.943,58.692,38.496,-24.663,39.403,354.29
50,2000-07-13 14:15:00,34.313,4394.8,121.39,30.653,11.499,218.09,11.434,216.31,4984.6,2473.28854,2507.81691,48.308,59.308,47.122,-5.4199,48.379,870.58
50,2000-07-13 14:30:00,31.443,4016.8,121.03,33.067,10.696,215.45,10.593,214.49,4576.8,2272.09257,2304.4532,48.93,58.302,57.577,25.679,58.489,855.81
50,2000-07-13 14:45:00,24.792,3119,120.72,33.336,8.2061,217.25,8.0872,216.16,3525.6,1748.12915,1782.77523,49.771,60.436,55.557,1.1479,55.7,637.93
50,2000-07-13 15:00:00,21.223,2607.5,120.51,33.452,6.8381,216.1,6.7807,214.72,2940.3,1455.9519,1477.71341,50.101,60.815,50.969,-22.926,51.584,516.83
