SiteID,Date-Time,ac_current,ac_power,ac_voltage,ambient_temp,dc_neg_current,dc_neg_voltage,dc_pos_current,dc_pos_voltage,dc_power,dc_power_1,dc_power_2,inverter_temp_2,inveter_temp,module_temp_1,module_temp_2,module_temp_3,poa_irradiance
50,2006-01-01 00:00:00,0.002,0.005,0,8.558,0.011,0.415,0.001,0.007,0.004,0.00001,0.00457,16.75,16.905,17.624,0,0,-5.643
50,2006-01-01 00:15:00,0.002,0.005,0,8.638,0.011,0.33,0,0.008,0.004,0,0.00363,16.599,16.815,17.707,0,0,-5.543
50,2006-01-01 00:30:00,0.002,0.005,0,8.778,0.011,0.291,0.001,0.006,0.003,0.00001,0.0032,16.506,16.599,17.689,0,0,-5.276
50,2006-01-01 00:45:00,0.002,0.004,0,9.388,0.011,0.245,0,0.007,0.003,0,0.0027,16.799,16.843,17.901,0,0,-5.343
50,2006-01-01 01:00:00,0.002,0.004,0,8.848,0.011,0.284,0,0.007,0.003,0,0.00312,16.833,16.955,17.992,0,0,-6.812
50,2006-01-01 01:15:00,0.002,0.004,0,7.907,0.01,0.317,0,0.007,0.003,0,0.00317,16.835,16.955,17.86,0,0,-7.146
50,2006-01-01 01:30:00,0.002,0.004,0,7.518,0.01,0.318,0,0.007,0.003,0,0.00318,16.96,17.035,17.665,0,0,-6.111
50,2006-01-01 01:45:00,0.002,0.005,0,8.291,0.01,0.279,0.001,0.007,0.003,0.00001,0.00279,16.991,17.056,17.647,0,0,-6.211
50,2006-01-01 02:00:00,0.002,0.005,0,8.257,0.01,0.28,0,0.009,0.003,0,0.0028,17.012,17.152,17.684,0,0,-5.677
50,2006-01-01 02:15:00,0.002,0.004,0,8.916,0.009,0.293,0,0.009,0.003,0,0.00264,17.051,17.108,17.842,0,0,-5.476
50,2006-01-01 02:30:00,0.002,0.004,0,8.62,0.01,0.265,0,0.006,0.003,0,0.00265,16.921,16.815,17.971,0,0,-5.643
50,2006-01-01 02:45:00,0.002,0.005,0,7.899,0.009,0.233,0,0.006,0.002,0,0.0021,17.134,17.001,18.132,0,0,-6.044
50,2006-01-01 03:00:00,0.002,0.004,0,7.497,0.009,0.227,0,0.007,0.002,0,0.00204,16.869,17.043,18.008,0,0,-5.944
50,2006-01-01 03:15:00,0.002,0.004,0,7.8,0.009,0.192,0,0.006,0.002,0,0.00173,16.713,16.835,17.875,0,0,-6.278
50,2006-01-01 03:30:00,0.002,0.004,0,7.11,0.01,0.163,0,0.006,0.002,0,0.00163,16.812,16.913,17.598,0,0,-6.545
50,2006-01-01 03:45:00,0.002,0.004,0,7.943,0.01,0.173,0,0.006,0.002,0,0.00173,16.719,16.835,17.611,0,0,-6.278
50,2006-01-01 04:00:00,0.002,0.006,0,7.808,0.01,0.125,0,0.006,0.001,0,0.00125,16.911,16.973,17.746,0,0,-6.378
50,2006-01-01 04:15:00,0.002,0.004,0,6.451,0.009,0.055,0,0.009,0.001,0,0.0005,17.035,17.035,17.741,0,0,-7.279
50,2006-01-01 04:30:00,0.002,0.004,0,7.489,0.01,0.066,0.001,0.008,0.001,0.00001,0.00066,16.729,16.879,17.619,0,0,-5.176
50,2006-01-01 04:45:00,0.002,0.004,0,7.94,0.011,0.054,0,0.006,0.001,0,0.00059,16.454,16.311,17.564,0,0,-6.111
50,2006-01-01 05:00:00,0.002,0.004,0,7.427,0.011,0.042,0,0.006,0,0,0.00046,16.228,15.901,17.479,0,0,-7.38
50,2006-01-01 05:15:00,0.002,0.004,0,8.031,0.011,0.054,0,0.007,0.001,0,0.00059,16.322,15.946,17.435,0,0,-6.311
50,2006-01-01 05:30:00,0.002,0.005,0,8.311,0.011,0.066,0,0.007,0.001,0,0.00073,16.397,15.971,17.349,0,0,-7.647
50,2006-01-01 05:45:00,0.002,0.005,0,7.427,0.011,0.042,0.001,0.009,0,0.00001,0.00046,16.553,16.304,17.339,0,0,-6.912
50,2006-01-01 06:00:00,0.002,0.005,0,7.917,0.011,0.054,0,0.007,0.001,0,0.00059,16.501,16.163,17.45,0,0,-5.743
50,2006-01-01 06:15:00,0.002,0.004,0,8.529,0.011,0.042,0.001,0.006,0,0.00001,0.00046,16.708,16.228,17.479,0,0,-7.446
50,2006-01-01 06:30:00,0.002,0.006,0,5.881,0.011,0.101,0,0.008,0.001,0,0.00111,16.636,16.47,17.406,0,0,-8.315
50,2006-01-01 06:45:00,0.002,0.004,0,5.331,0.011,0.964,0.001,0.009,0.011,0.00001,0.0106,16.342,16.35,17.11,0,0,-7.146
50,2006-01-01 07:00:00,0.002,0.004,0,6.537,0.011,21.247,0,20.28,0.252,0,0.23372,16.581,16.477,17.258,0,0,-6.378
50,2006-01-01 07:15:00,0.002,0.004,0,5.834,0.014,136.902,0,138.862,1.974,0,1.91663,16.599,16.425,17.346,0,0,-5.209
50,2006-01-01 07:30:00,0.002,0.004,0,5.805,0.057,121.383,0.017,130.637,8.97,2.22083,6.91883,16.708,16.472,17.468,0,0,-3.339
50,2006-01-01 07:45:00,0.002,0.004,0,6.597,0.058,238.736,0.039,236.781,22.698,9.23446,13.84669,17.045,16.96,17.502,0,0,9.416
50,2006-01-01 08:00:00,0.002,0.004,0,6.765,0.472,191.979,0.421,202.864,176.135,85.40574,90.61409,16.978,17.014,17.357,0,0,26.914
50,2006-01-01 08:15:00,0.002,0.004,0,7.956,0.795,230.081,0.81,218.721,359.732,177.16401,182.9144,17.131,17.211,17.274,0,0,56.666
50,2006-01-01 08:30:00,0.002,0.004,0,7.72,1.568,228.185,1.495,236.157,710.797,353.05472,357.79408,17.204,17.388,17.178,0,0,109.325
50,2006-01-01 08:45:00,0.002,0.004,0,8,3.743,236.67,3.609,245.797,1772.202,887.08137,885.85581,20.14,19.93,16.96,0,0,261.491
50,2006-01-01 09:00:00,0.002,0.004,0,7.883,6.444,240.235,6.441,240.726,3098.033,1550.51617,1548.07434,27.45,26.348,16.83,0,0,459.004
50,2006-01-01 09:15:00,0.002,0.004,0,7.956,5.88,246.988,5.952,247.468,2925.727,1472.92954,1452.28944,28.324,27.121,16.84,0,0,432.658
50,2006-01-01 09:30:00,0.002,0.005,0,7.214,2.893,217.76,2.533,252.733,1269.332,640.17269,629.97968,21.873,21.442,16.729,0,0,187.328
50,2006-01-01 09:45:00,0.002,0.004,0,7.131,2.316,239.591,2.294,241.072,1109.448,553.01917,554.89276,20.342,20.319,16.545,0,0,162.017
50,2006-01-01 10:00:00,0.002,0.004,0,7.904,14.442,245.437,15.296,234.75,7134.828,3590.736,3544.60115,26.226,24.493,16.599,0,0,1075.718
50,2006-01-01 10:15:00,0.002,0.004,0,7.51,2.615,226.229,2.498,238.162,1184.365,594.92868,591.58884,29.367,27.831,16.485,0,0,181.818
50,2006-01-01 10:30:00,0.002,0.004,0,8.441,14.437,228.083,14.441,230.151,6616.224,3323.61059,3292.83427,33.837,30.571,16.61,0,0,1044.229
50,2006-01-01 10:45:00,0.002,0.004,0,8.669,14.472,228.715,14.659,227.647,6646.891,3337.07737,3309.96348,35.816,32.057,16.799,0,0,1052.009
50,2006-01-01 11:00:00,0.002,0.004,0,8.633,14.971,225.429,15.095,225.766,6782.43,3407.93777,3374.89756,37.144,33.165,16.973,0,0,1080.927
50,2006-01-01 11:15:00,0.002,0.005,0,8.843,14.947,224.519,14.923,227.34,6748.293,3392.59482,3355.88549,37.943,33.907,17.079,0,0,1068.071
50,2006-01-01 11:30:00,0.002,0.004,0,8.825,14.958,224.364,14.992,226.375,6749.564,3393.814,3356.03671,38.241,34.205,17.198,0,0,1071.677
50,2006-01-01 11:45:00,0.002,0.004,0,9.025,15.37,221.843,15.356,224.443,6856.108,3446.54671,3409.72691,38.428,34.542,17.287,0,0,1102.298
50,2006-01-01 12:00:00,0.002,0.004,0,8.913,14.919,223.942,14.985,225.559,6720.678,3380.00162,3340.9907,38.778,34.719,17.471,0,0,1078.756
