SiteID,Date-Time,ac_current,ac_power,ac_voltage,ambient_temp,dc_neg_current,dc_neg_voltage,dc_pos_current,dc_pos_voltage,dc_power,dc_power_1,dc_power_2,inverter_temp_2,inveter_temp,module_temp_1,module_temp_2,module_temp_3,poa_irradiance
50,2003-01-01 00:00:00,5.524,-15.652,122.702,15.036,0,169.145,0.008,168.833,1.351,1.35066,0,-0.28,-2.85,15.328,6.163,13.133,-8.085
50,2003-01-01 00:15:00,5.51,-15.657,122.34,14.969,0,168.489,0.008,168.175,1.342,1.3454,0,-0.269,-2.715,15.202,6.089,12.918,-8.388
50,2003-01-01 00:30:00,5.519,-15.597,122.511,14.921,0,168.65,0.008,168.336,1.349,1.34669,0,-0.279,-2.835,15.128,6.131,12.738,-8.113
50,2003-01-01 00:45:00,5.529,-15.691,122.725,14.837,0,168.957,0.008,168.65,1.351,1.3492,0,-0.287,-3.047,15.012,6.227,12.601,-7.904
50,2003-01-01 01:00:00,5.513,-15.597,122.358,14.804,0,168.589,0.008,168.265,1.348,1.34612,0,-0.293,-3.09,14.921,6.145,12.479,-7.732
50,2003-01-01 01:15:00,5.504,-15.646,122.181,14.719,0,168.381,0.008,168.071,1.344,1.34457,0,-0.271,-3.558,14.782,5.853,12.331,-8.323
50,2003-01-01 01:30:00,5.512,-15.635,122.351,14.728,0,168.636,0.008,168.329,1.351,1.34663,0,-0.307,-3.198,14.747,6.485,12.266,-7.399
50,2003-01-01 01:45:00,5.499,-15.626,122.052,14.789,0,168.308,0.008,168.003,1.343,1.34402,0,-0.302,-2.969,14.851,7.472,12.415,-7.466
50,2003-01-01 02:00:00,5.497,-15.637,122.064,14.69,0,168.349,0.008,168.037,1.34,1.3443,0,-0.269,-3.06,14.693,6.234,12.389,-8.348
50,2003-01-01 02:15:00,5.506,-15.655,122.271,14.591,0,168.672,0.008,168.356,1.339,1.34685,0,-0.272,-2.789,14.64,6.391,12.374,-8.255
50,2003-01-01 02:30:00,5.506,-15.646,122.242,14.48,0,168.629,0.008,168.311,1.349,1.34649,0,-0.298,-2.724,14.504,6.471,12.452,-7.604
50,2003-01-01 02:45:00,5.501,-15.679,122.114,14.546,0,168.424,0.008,168.112,1.357,1.3449,0,-0.29,-2.778,14.641,6.27,12.449,-7.85
50,2003-01-01 03:00:00,5.504,-15.65,122.18,14.626,0,168.509,0.008,168.2,1.363,1.3456,0,-0.295,-2.507,14.631,6.191,12.437,-7.75
50,2003-01-01 03:15:00,5.509,-15.581,122.285,14.614,0,168.63,0.008,168.314,1.36,1.34651,0,-0.368,-2.239,14.586,6.17,12.371,-6.202
50,2003-01-01 03:30:00,5.508,-15.611,122.252,14.63,0,168.579,0.008,168.274,1.356,1.34619,0,-0.353,-2.364,14.594,6.345,12.398,-6.453
