SiteID,Date-Time,ac_power,ac_power_1,ac_voltage,ambient_temp,dc_neg_current,dc_neg_voltage,dc_pos_current,dc_pos_voltage,dc_power,dc_power_1,dc_power_2,inverter_temp_2,inveter_temp,module_temp_1,module_temp_2,module_temp_3,poa_irradiance
50,2009-01-01 00:00:00,0.468,-0.001,0,10.117,0.008,0.157,0,0.008,0.001,0,0.00126,18.52,18.607,19.71,0,0,-5.854
50,2009-01-01 00:15:00,0.571,0.063,0,10.136,0.008,0.11,0,0.008,0.001,0,0.00088,18.427,18.636,19.702,0,0,-5.796
50,2009-01-01 00:30:00,0.551,0.063,0,9.977,0.008,0.102,0,0.007,0.001,0,0.00082,18.36,18.565,19.704,0,0,-6.333
50,2009-01-01 00:45:00,0.535,0.063,0,10.173,0.008,0.101,0,0.008,0.001,0,0.00081,18.09,18.438,19.656,0,0,-5.709
50,2009-01-01 01:00:00,0.513,0.063,0,10.355,0.008,0.096,0,0.007,0.001,0,0.00077,17.896,18.309,19.546,0,0,-6.361
50,2009-01-01 01:15:00,0.547,0.063,0,10.446,0.008,0.062,0,0.008,0.001,0,0.0005,17.875,18.192,19.438,0,0,-5.8
50,2009-01-01 01:30:00,0.533,0.061,0,10.173,0.008,0.054,0,0.008,0,0,0.00043,18.11,18.351,19.409,0,0,-5.98
50,2009-01-01 01:45:00,0.539,0.062,0,9.107,0.008,0.046,0.001,0.008,0,0.00001,0.00037,18.319,18.422,19.468,0,0,-6.576
50,2009-01-01 02:00:00,0.533,0.059,0,9.558,0.008,0.037,0,0.008,0,0,0.0003,18.255,18.379,19.516,0,0,-5.547
50,2009-01-01 02:15:00,0.509,0.048,0,9.381,0.008,0.03,0,0.007,0,0,0.00024,18.846,18.765,19.611,0,0,-6.524
50,2009-01-01 02:30:00,0.517,0.048,0,9.021,0.008,0.023,0.001,0.008,0,0.00001,0.00018,18.898,18.894,19.742,0,0,-5.794
50,2009-01-01 02:45:00,0.483,0.036,0,8.957,0.008,0.018,0.001,0.008,0,0.00001,0.00014,18.909,18.896,19.855,0,0,-6.201
50,2009-01-01 03:00:00,0.482,0.033,0,7.832,0.008,0.024,0,0.008,0,0,0.00019,18.909,18.947,19.943,0,0,-6.218
50,2009-01-01 03:15:00,0.509,0.053,0,8.5,0.008,0.017,0,0.008,0,0,0.00014,18.701,18.823,19.965,0,0,-4.123
50,2009-01-01 03:30:00,0.482,0.035,0,8.387,0.008,0.018,0,0.008,0,0,0.00014,18.665,18.766,19.957,0,0,-5.592
50,2009-01-01 03:45:00,0.489,0.039,0,7.974,0.008,0.018,0,0.007,0,0,0.00014,18.587,18.687,19.896,0,0,-6.379
50,2009-01-01 04:00:00,0.506,0.052,0,8.617,0.008,0.023,0,0.008,0,0,0.00018,18.542,18.627,19.863,0,0,-5.235
50,2009-01-01 04:15:00,0.515,0.05,0,8.69,0.008,0.02,0,0.008,0,0,0.00016,18.369,18.463,19.809,0,0,-5.022
50,2009-01-01 04:30:00,0.516,0.052,0,8.656,0.008,0.028,0,0.008,0,0,0.00022,18.438,18.466,19.704,0,0,-5.635
50,2009-01-01 04:45:00,0.541,0.059,0,8.703,0.008,0.029,0,0.008,0,0,0.00023,18.723,18.698,19.712,0,0,-6.214
50,2009-01-01 05:00:00,0.559,0.057,0,8.025,0.008,0.043,0.001,0.008,0,0.00001,0.00034,18.86,18.808,19.758,0,0,-5.919
50,2009-01-01 05:15:00,0.609,0.063,0,7.762,0.008,0.056,0.001,0.009,0,0.00001,0.00045,18.943,18.902,19.839,0,0,-4.91
50,2009-01-01 05:30:00,0.611,0.063,0,6.928,0.008,0.046,0,0.008,0,0,0.00037,18.917,18.931,19.89,0,0,-5.291
50,2009-01-01 05:45:00,0.628,0.063,0,6.622,0.008,0.074,0.001,0.009,0.001,0.00001,0.00059,18.855,18.873,19.902,0,0,-5.046
50,2009-01-01 06:00:00,0.631,0.066,0,7.724,0.008,0.114,0.001,0.008,0.001,0.00001,0.00091,18.765,18.752,19.898,0,0,-3.785
50,2009-01-01 06:15:00,0.463,0.012,0,8.417,0.008,0.125,0,0.008,0.001,0,0.001,18.627,18.64,19.853,0,0,-4.829
50,2009-01-01 06:30:00,0.424,-0.022,0,8.233,0.008,0.321,0,0.008,0.003,0,0.00257,18.735,18.741,19.848,0,0,-5.31
50,2009-01-01 06:45:00,0.428,-0.017,0,7.831,0.008,2.819,0.001,1.899,0.024,0.0019,0.02255,18.779,18.677,19.843,0,0,-5.365
50,2009-01-01 07:00:00,0.429,-0.017,0,6.928,0.009,30.241,0,29.333,0.292,0,0.27217,18.65,18.613,19.801,0,0,-5.72
50,2009-01-01 07:15:00,-0.726,-0.619,0,7.697,0.027,128.168,0.005,129.652,3.989,0.64826,3.46054,18.562,18.529,19.715,0,0,-2.697
50,2009-01-01 07:30:00,-1.825,-1.169,0,8.585,0.053,189.058,0.018,189.932,13.664,3.41878,10.02007,18.488,18.631,19.651,0,0,9.416
50,2009-01-01 07:45:00,285.139,141.98,0,8.565,0.751,234.812,0.716,236.439,347.691,169.29032,176.34381,18.655,18.851,19.608,0,0,77.667
50,2009-01-01 08:00:00,196.34,98.392,0,8.545,0.62,209.869,0.59,209.039,255.231,123.33301,130.11878,19.404,19.539,19.615,0,0,41.276
50,2009-01-01 08:15:00,436.895,218.605,0,8.497,1.138,227.328,1.128,224.486,513.043,253.22021,258.69926,19.7,19.712,19.583,0,0,79.64
50,2009-01-01 08:30:00,743.121,372.064,0,8.638,1.838,230.502,1.81,231.163,841.273,418.40503,423.66268,20.818,20.59,19.545,0,0,126.606
50,2009-01-01 08:45:00,1006.072,507.927,0,8.845,2.379,234.384,2.392,235.813,1122.368,564.0647,557.59954,22.228,21.914,19.516,0,0,168.796
50,2009-01-01 09:00:00,1472.176,729.596,0,9.067,3.537,231.325,3.459,233.956,1619.686,809.2538,818.19653,25.614,24.491,19.504,0,0,242.678
50,2009-01-01 09:15:00,2492.413,1250.834,0,9.545,5.86,231.942,5.576,246.741,2722.045,1375.82782,1359.18012,28.7,27.579,19.53,0,0,407.739
50,2009-01-01 09:30:00,1402.145,704.01,0,9.785,3.272,236.098,3.244,238.335,1545.863,773.15874,772.51266,27.766,27.626,19.561,0,0,230.595
50,2009-01-01 09:45:00,1427.428,716.536,0,9.762,3.323,236.362,3.294,238.912,1572.369,786.97613,785.43093,27.498,26.964,19.634,0,0,233.234
50,2009-01-01 10:00:00,1688.74,848.684,0,9.984,3.892,237.534,3.878,239.459,1852.804,928.622,924.48233,29.802,28.814,19.685,0,0,274.651
50,2009-01-01 10:15:00,1951.319,979.636,0,9.965,4.469,238.61,4.522,236.357,2134.384,1068.80635,1066.34809,31.422,29.919,19.776,0,0,314.88
50,2009-01-01 10:30:00,2062.011,1039.928,0,10.083,4.824,232.337,4.741,239.223,2253.622,1134.15624,1120.79369,31.965,30.348,19.943,0,0,335.346
50,2009-01-01 10:45:00,3541.46,1786.367,0,10.498,8.084,236.961,8.336,233.61,3862.81,1947.37296,1915.59272,34.871,32.636,20.111,0,0,580.286
50,2009-01-01 11:00:00,3210.945,1626.074,0,11.107,7.908,220.347,7.753,228.505,3498.4,1771.59927,1742.50408,35.832,33.464,20.306,0,0,547.667
50,2009-01-01 11:15:00,2332.925,1175.608,0,11.278,5.452,232.013,5.499,232.78,2544.819,1280.05722,1264.93488,35.564,33.238,20.503,0,0,386.779
50,2009-01-01 11:30:00,2891.106,1457.101,0,11.522,6.861,227.771,6.873,231.311,3150.345,1589.8005,1562.73683,36.539,33.969,20.661,0,0,478.032
50,2009-01-01 11:45:00,2676.1,1347.989,0,11.401,6.244,232.24,6.22,236.314,2917.814,1469.87308,1450.10656,36.571,33.945,20.833,0,0,438.622
50,2009-01-01 12:00:00,3369.343,1698.789,0,11.865,8.063,226.208,7.895,235.634,3672.642,1860.33043,1823.9151,37.038,34.187,20.879,0,0,556.375
50,2009-01-01 12:15:00,3385.366,1704.046,0,12.612,8.204,223.886,8.323,223.55,3690.999,1860.60665,1836.76074,37.52,34.875,20.947,0,0,573.524
50,2009-01-01 12:30:00,3070.809,1549.672,0,12.846,7.357,226.148,7.198,235.303,3355.027,1693.71099,1663.77084,38.164,35.619,21.073,0,0,515.214
50,2009-01-01 12:45:00,2741.086,1382.756,0,12.576,6.554,225.786,6.438,233.704,2988.812,1504.58635,1479.80144,37.647,35.05,21.167,0,0,455.476
50,2009-01-01 13:00:00,3000.257,1503.608,0,12.586,7.118,229.63,7.354,222.77,3268.416,1638.25058,1634.50634,38.047,35.341,21.287,0,0,498.916
50,2009-01-01 13:15:00,2639.73,1341.167,0,12.783,6.459,220.022,6.256,233.948,2881.288,1463.57869,1421.1221,37.605,34.781,21.312,0,0,438.565
50,2009-01-01 13:30:00,1197.687,603.632,0,12.12,2.929,224.552,2.863,232.673,1323.279,666.1428,657.71281,34.518,31.718,21.388,0,0,203.681
50,2009-01-01 13:45:00,1319.101,662.574,0,11.805,3.116,233.388,3.156,231.322,1455.806,730.05223,727.23701,32.72,30.131,21.453,0,0,223.293
50,2009-01-01 14:00:00,1488.949,751.797,0,11.904,3.493,232.11,3.487,236.143,1637.671,823.43064,810.76023,33.401,30.63,21.468,0,0,249.836
50,2009-01-01 14:15:00,1496.455,755.375,0,12.06,3.601,227.362,3.577,230.996,1643.244,826.27269,818.73056,33.125,30.408,21.449,0,0,254.193
50,2009-01-01 14:30:00,1539.919,780.599,0,12.307,3.772,222.159,3.516,243.976,1693.931,857.81962,837.98375,32.512,30.236,21.412,0,0,260.459
50,2009-01-01 14:45:00,1339.774,674.74,0,12.353,3.227,227.856,3.141,236.271,1476.699,742.12721,735.29131,31.934,29.393,21.365,0,0,224.836
50,2009-01-01 15:00:00,1081.524,543.275,0,12.189,2.622,228.632,2.567,234.19,1200.39,601.16573,599.4731,29.236,28.071,21.378,0,0,184.786
50,2009-01-01 15:15:00,1141.853,572.875,0,12.139,2.713,233.458,2.705,234.123,1265.57,633.30272,633.37155,28.239,27.102,21.3,0,0,194.43
50,2009-01-01 15:30:00,1286.053,642.966,0,12.308,3.077,231.316,3.086,230.503,1419.348,711.33226,711.75933,29.081,27.848,21.296,0,0,218.392
50,2009-01-01 15:45:00,2182.475,1099.288,0,12.153,5.009,237.226,5.031,238.004,2384.928,1197.39812,1188.26503,32.538,30.295,21.21,0,0,371.266
50,2009-01-01 16:00:00,1893.114,950.962,0,12.641,4.447,232.216,4.359,237.782,2072.382,1036.49174,1032.66455,33.423,31.119,20.999,0,0,328.259
50,2009-01-01 16:15:00,1185.97,594.063,0,12.508,2.81,233.951,2.818,232.276,1312.943,654.55377,657.40231,30.886,29.097,21.017,0,0,214.477
50,2009-01-01 16:30:00,240.114,120.432,0,11.716,0.703,213.499,0.685,211.08,299.484,144.5898,150.0898,24.722,24.515,21.037,0,0,50.281
50,2009-01-01 16:45:00,21.631,11.401,0,11.176,0.131,223.188,0.114,218.465,53.174,24.90501,29.23763,23.188,23.057,21.075,0,0,10.989
50,2009-01-01 17:00:00,-0.782,-0.602,0,10.35,0.03,136.424,0.01,135.54,5.93,1.3554,4.09272,22.397,22.436,21.03,0,0,-2.613
50,2009-01-01 17:15:00,0.57,0.042,0,10.634,0.008,44.958,0,43.969,0.385,0,0.35966,21.87,21.911,20.939,0,0,-4.764
50,2009-01-01 17:30:00,0.615,0.063,0,10.721,0.007,4.653,0,3.858,0.037,0,0.03257,21.23,21.208,20.861,0,0,-5.17
50,2009-01-01 17:45:00,0.579,0.063,0,10.56,0.007,0.645,0,0.09,0.005,0,0.00452,20.666,20.811,20.792,0,0,-6.294
50,2009-01-01 18:00:00,0.592,0.063,0,10.469,0.008,0.294,0,0.007,0.002,0,0.00235,20.285,20.348,20.638,0,0,-5.742
50,2009-01-01 18:15:00,0.609,0.063,0,9.918,0.008,0.267,0,0.008,0.002,0,0.00214,20.14,20.157,20.583,0,0,-5.651
50,2009-01-01 18:30:00,0.573,0.063,0,10.058,0.008,0.249,0,0.007,0.002,0,0.00199,19.773,19.892,20.491,0,0,-6.199
50,2009-01-01 18:45:00,0.573,0.063,0,9.587,0.008,0.263,0,0.008,0.002,0,0.0021,20.04,20.062,20.508,0,0,-5.859
50,2009-01-01 19:00:00,0.559,0.063,0,9.583,0.008,0.27,0,0.007,0.002,0,0.00216,19.764,19.845,20.502,0,0,-6.194
50,2009-01-01 19:15:00,0.542,0.061,0,9.577,0.008,0.269,0,0.007,0.002,0,0.00215,19.811,19.853,20.545,0,0,-5.85
50,2009-01-01 19:30:00,0.525,0.062,0,9.989,0.008,0.262,0,0.007,0.002,0,0.0021,19.437,19.572,20.499,0,0,-5.661
50,2009-01-01 19:45:00,0.515,0.058,0,9.743,0.008,0.256,0,0.008,0.002,0,0.00205,19.376,19.449,20.442,0,0,-5.603
50,2009-01-01 20:00:00,0.518,0.059,0,9.71,0.008,0.261,0,0.007,0.002,0,0.00209,19.286,19.37,20.4,0,0,-5.501
50,2009-01-01 20:15:00,0.497,0.045,0,9.42,0.008,0.28,0,0.008,0.002,0,0.00224,19.516,19.516,20.392,0,0,-5.757
50,2009-01-01 20:30:00,0.484,0.038,0,9.624,0.008,0.265,0,0.007,0.002,0,0.00212,19.295,19.37,20.418,0,0,-5.77
50,2009-01-01 20:45:00,0.463,0.018,0,10.377,0.008,0.254,0,0.007,0.002,0,0.00203,18.962,19.068,20.383,0,0,-5.046
50,2009-01-01 21:00:00,0.44,-0.005,0,10.306,0.008,0.251,0,0.008,0.002,0,0.00201,19.356,19.336,20.375,0,0,-5.133
50,2009-01-01 21:15:00,0.415,-0.03,0,9.943,0.008,0.23,0,0.007,0.002,0,0.00184,19.181,19.272,20.397,0,0,-5.293
50,2009-01-01 21:30:00,0.406,-0.04,0,9.925,0.008,0.247,0.001,0.008,0.002,0.00001,0.00198,18.867,19.088,20.413,0,0,-3.924
50,2009-01-01 21:45:00,0.461,0.014,0,10.098,0.008,0.313,0.001,0.007,0.002,0.00001,0.0025,18.716,18.962,20.341,0,0,-3.974
50,2009-01-01 22:00:00,0.418,-0.028,0,10.029,0.008,0.366,0.001,0.008,0.003,0.00001,0.00293,18.532,18.773,20.223,0,0,-4.275
50,2009-01-01 22:15:00,0.406,-0.039,0,9.758,0.008,0.352,0,0.008,0.003,0,0.00282,18.524,18.755,20.132,0,0,-5.02
50,2009-01-01 22:30:00,0.418,-0.032,0,9.786,0.008,0.323,0.001,0.009,0.002,0.00001,0.00258,18.515,18.764,20.062,0,0,-4.983
50,2009-01-01 22:45:00,0.432,-0.028,0,9.799,0.008,0.284,0.001,0.009,0.002,0.00001,0.00227,18.407,18.701,20.033,0,0,-5.334
50,2009-01-01 23:00:00,0.425,-0.035,0,9.98,0.008,0.251,0.001,0.008,0.002,0.00001,0.00201,17.989,18.402,19.9,0,0,-5.059
50,2009-01-01 23:15:00,0.386,-0.059,0,10.299,0.008,0.26,0,0.007,0.002,0,0.00208,18.105,18.45,19.79,0,0,-5.843
50,2009-01-01 23:30:00,0.382,-0.063,0,10.58,0.008,0.288,0,0.007,0.002,0,0.0023,17.874,18.266,19.721,0,0,-5.631
50,2009-01-01 23:45:00,0.383,-0.061,0,10.924,0.008,0.295,0,0.007,0.002,0,0.00236,17.865,18.233,19.565,0,0,-5.089
50,2009-01-02 00:00:00,0.41,-0.035,0,10.911,0.008,0.276,0,0.007,0.002,0,0.00221,18.048,18.239,19.486,0,0,-6.402
50,2009-01-02 00:15:00,0.385,-0.059,0,9.468,0.008,0.257,0,0.008,0.002,0,0.00206,19.028,18.929,19.649,0,0,-6.155
50,2009-01-02 00:30:00,0.383,-0.061,0,8.256,0.008,0.243,0,0.008,0.002,0,0.00194,19.045,19.034,19.869,0,0,-5.859
50,2009-01-02 00:45:00,0.382,-0.062,0,9.478,0.008,0.194,0,0.007,0.002,0,0.00155,18.727,18.806,19.878,0,0,-5.124
50,2009-01-02 01:00:00,0.382,-0.063,0,11.238,0.008,0.156,0,0.007,0.001,0,0.00125,18.5,18.649,19.973,0,0,-4.494
50,2009-01-02 01:15:00,0.382,-0.063,0,11.043,0.008,0.119,0,0.007,0.001,0,0.00095,18.63,18.687,19.908,0,0,-5.75
50,2009-01-02 01:30:00,0.382,-0.063,0,10.436,0.008,0.109,0,0.007,0.001,0,0.00087,18.898,18.907,20.01,0,0,-6.987
50,2009-01-02 01:45:00,0.383,-0.062,0,9.411,0.008,0.131,0.001,0.007,0.001,0.00001,0.00105,18.992,18.969,20.101,0,0,-6.734
50,2009-01-02 02:00:00,0.384,-0.061,0,10.016,0.008,0.139,0.001,0.008,0.001,0.00001,0.00111,19.004,19.049,20.197,0,0,-5.382
50,2009-01-02 02:15:00,0.401,-0.05,0,9.913,0.008,0.122,0.001,0.009,0.001,0.00001,0.00098,18.525,18.768,20.149,0,0,-5.484
50,2009-01-02 02:30:00,0.397,-0.051,0,9.742,0.008,0.107,0.001,0.008,0.001,0.00001,0.00086,18.158,18.523,19.999,0,0,-4.996
50,2009-01-02 02:45:00,0.389,-0.056,0,9.534,0.008,0.114,0.001,0.008,0.001,0.00001,0.00091,18.262,18.52,19.876,0,0,-4.925
50,2009-01-02 03:00:00,0.389,-0.057,0,9.405,0.008,0.12,0,0.008,0.001,0,0.00096,18.012,18.34,19.734,0,0,-5.417
50,2009-01-02 03:15:00,0.394,-0.051,0,9.493,0.008,0.128,0,0.007,0.001,0,0.00102,18.125,18.38,19.662,0,0,-5.501
50,2009-01-02 03:30:00,0.392,-0.052,0,9.439,0.008,0.116,0,0.007,0.001,0,0.00093,18.415,18.511,19.64,0,0,-5.737
50,2009-01-02 03:45:00,0.394,-0.052,0,9.015,0.008,0.119,0,0.008,0.001,0,0.00095,18.654,18.706,19.716,0,0,-5.672
50,2009-01-02 04:00:00,0.398,-0.047,0,8.629,0.008,0.116,0,0.007,0.001,0,0.00093,18.762,18.826,19.841,0,0,-5.752
50,2009-01-02 04:15:00,0.418,-0.028,0,8.229,0.008,0.107,0,0.007,0.001,0,0.00086,18.721,18.82,19.912,0,0,-5.995
50,2009-01-02 04:30:00,0.401,-0.043,0,7.397,0.008,0.112,0,0.007,0.001,0,0.0009,18.783,18.864,19.979,0,0,-6.511
50,2009-01-02 04:45:00,0.427,-0.02,0,7.248,0.008,0.115,0,0.007,0.001,0,0.00092,18.88,18.912,20.015,0,0,-6.188
50,2009-01-02 05:00:00,0.479,0.019,0,6.827,0.008,0.114,0,0.008,0.001,0,0.00091,18.793,18.887,20.019,0,0,-4.84
50,2009-01-02 05:15:00,0.426,-0.023,0,6.49,0.008,0.121,0,0.007,0.001,0,0.00097,18.835,18.903,20.012,0,0,-6.27
50,2009-01-02 05:30:00,0.503,0.026,0,6.219,0.008,0.119,0.001,0.009,0.001,0.00001,0.00095,18.796,18.893,20.015,0,0,-4.836
50,2009-01-02 05:45:00,0.496,0.026,0,6.205,0.008,0.107,0.001,0.008,0.001,0.00001,0.00086,18.775,18.747,19.942,0,0,-5.388
50,2009-01-02 06:00:00,0.53,0.039,0,6.139,0.008,0.097,0.001,0.009,0.001,0.00001,0.00078,18.863,18.773,19.905,0,0,-5.529
50,2009-01-02 06:15:00,0.494,0.023,0,5.712,0.008,0.093,0,0.008,0.001,0,0.00074,18.867,18.789,19.867,0,0,-6.311
50,2009-01-02 06:30:00,0.487,0.024,0,6.39,0.008,0.294,0,0.008,0.002,0,0.00235,19.004,18.67,19.831,0,0,-5.239
50,2009-01-02 06:45:00,0.542,0.056,0,5.644,0.008,3.202,0,2.285,0.026,0,0.02562,19.032,18.9,19.819,0,0,-6.877
50,2009-01-02 07:00:00,0.567,0.063,0,4.895,0.008,22.669,0.001,21.774,0.203,0.02177,0.18135,18.863,18.83,19.771,0,0,-6.03
50,2009-01-02 07:15:00,-0.43,-0.464,0,4.957,0.024,109.195,0.002,109.133,3.03,0.21827,2.62068,18.664,18.698,19.7,0,0,-5.003
50,2009-01-02 07:30:00,123.175,58.483,0,3.478,0.359,203.169,0.295,206.276,158.045,60.85142,72.93767,18.745,18.655,19.626,0,0,36.061
50,2009-01-02 07:45:00,58.595,28.981,0,4.277,0.254,215.113,0.215,217.661,99.811,46.79712,54.6387,18.967,18.971,19.532,0,0,17.168
50,2009-01-02 08:00:00,230.882,114.972,0,5.553,0.695,213.215,0.663,212.7,291.918,141.0201,148.18443,19.502,19.63,19.501,0,0,47.486
50,2009-01-02 08:15:00,557.324,279.465,0,4.66,1.387,232.506,1.344,236.679,642.553,318.09658,322.48582,20.024,20.255,19.487,0,0,97.452
50,2009-01-02 08:30:00,1100.117,552.37,0,4.329,2.536,241.868,2.51,243.951,1225.789,612.31701,613.37725,22.555,22.459,19.533,0,0,176.178
50,2009-01-02 08:45:00,1573.345,788.852,0,5.83,3.582,241.944,3.527,245.793,1733.306,866.91191,866.64341,26.86,25.832,19.6,0,0,250.239
50,2009-01-02 09:00:00,1956.221,982.179,0,5.753,4.444,241.049,4.385,245.029,2144.597,1074.45217,1071.22176,29.784,29.21,19.718,0,0,309.524
50,2009-01-02 09:15:00,2450.858,1229.758,0,6.749,5.599,238.958,5.605,239.62,2679.065,1343.0701,1337.92584,31.813,31.349,19.845,0,0,391.877
50,2009-01-02 09:30:00,3048.891,1530.137,0,8.296,7.041,236.063,7.032,237.459,3330.884,1669.81169,1662.11958,33.514,33.678,20.01,0,0,497.805
50,2009-01-02 09:45:00,3323.7,1667.716,0,8.899,7.91,229.125,7.906,230.28,3630.041,1820.59368,1812.37875,35.011,35.426,20.184,0,0,553.803
50,2009-01-02 10:00:00,3921.987,1967.085,0,10.46,9.571,222.822,9.477,226.423,4273.703,2145.81077,2132.62936,35.798,36.076,20.385,0,0,674.323
50,2009-01-02 10:15:00,4616.4,2316.376,0,12.419,11.719,213.376,11.634,216.325,5015.823,2516.72505,2500.55334,37.411,35.761,20.595,0,0,832.289
50,2009-01-02 10:30:00,3951.121,1989.228,0,12.947,9.815,217.708,9.857,219.624,4296.895,2164.83377,2136.80402,38.275,35.913,20.82,0,0,696.516
50,2009-01-02 10:45:00,3556.199,1792.357,0,12.637,8.745,220.291,8.749,223.405,3879.36,1954.57035,1926.4448,38.37,36.428,21.013,0,0,606.081
50,2009-01-02 11:00:00,3503.383,1766.436,0,12.759,8.519,223.418,8.455,228.462,3833.913,1931.64621,1903.29794,38.492,38.558,21.193,0,0,593.173
50,2009-01-02 11:15:00,3867.44,1948.458,0,13.386,9.425,222.699,9.291,228.86,4222.883,2126.33826,2098.93808,38.216,38.431,21.327,0,0,658.394
50,2009-01-02 11:30:00,4240.676,2135.488,0,13.821,10.259,223.599,10.279,226.18,4617.723,2324.90422,2293.90214,38.986,37.001,21.481,0,0,725.115
50,2009-01-02 11:45:00,5010.274,2521.172,0,14.015,12.382,219.231,12.36,222.214,5455.062,2746.56504,2714.51824,39.923,37.246,21.644,0,0,874.453
50,2009-01-02 12:00:00,5692.086,2871.269,0,14.876,14.762,209.515,14.845,210.873,6218.099,3130.40969,3092.86043,40.85,38.232,21.788,0,0,1057.441
50,2009-01-02 12:15:00,5595.653,2813.586,0,16.085,14.735,206.062,14.918,206.578,6110.695,3081.7306,3036.32357,41.466,38.851,21.915,0,0,1095.06
50,2009-01-02 12:30:00,5215.034,2623.196,0,17.009,13.704,205.921,13.749,207.565,5674.304,2853.81119,2821.94138,41.399,38.782,22.075,0,0,995.532
50,2009-01-02 12:45:00,4764.585,2396.845,0,16.839,12.316,210.14,12.448,209.567,5186.093,2608.69002,2588.08424,41.506,38.705,22.264,0,0,883.964
50,2009-01-02 13:00:00,3954.28,1995.724,0,16.39,9.685,220.714,9.717,223.664,4310.461,2173.34309,2137.61509,40.646,37.537,22.459,0,0,676.912
50,2009-01-02 13:15:00,3477.097,1754.486,0,16.288,8.455,222.732,8.423,227.343,3796.34,1914.91009,1883.19906,40.407,37.377,22.623,0,0,581.057
50,2009-01-02 13:30:00,2913.298,1469.872,0,16.065,6.946,227.705,7.012,229.335,3187.668,1608.09702,1581.63893,39.434,38.772,22.712,0,0,486.283
50,2009-01-02 13:45:00,4160.695,2098.393,0,16.516,10.054,224.504,10.115,226.108,4536.968,2287.08242,2257.16322,39.265,38.18,22.75,0,0,721.141
50,2009-01-02 14:00:00,4467.347,2248.545,0,16.532,11.153,216.648,11.163,219.116,4861.56,2445.99191,2416.27514,40.191,37.722,22.814,0,0,800.247
50,2009-01-02 14:15:00,4144.252,2085.12,0,15.704,10.217,219.993,10.275,220.693,4512.268,2267.62058,2247.66848,39.957,37.16,22.797,0,0,735.136
50,2009-01-02 14:30:00,3401.35,1707.146,0,15.676,8.637,213.755,8.627,216.423,3703.45,1867.08122,1846.20194,39.786,37.142,22.718,0,0,624.573
50,2009-01-02 14:45:00,2637.591,1319.606,0,15.138,6.434,224.333,6.523,221.577,2888.582,1445.34677,1443.35852,37.661,35.731,22.702,0,0,460.522
50,2009-01-02 15:00:00,3831.433,1923.582,0,15.577,9.318,223.252,9.229,227.17,4176.263,2096.55193,2080.26214,38.763,36.083,22.652,0,0,674.358
50,2009-01-02 15:15:00,3271.597,1646.498,0,16.301,8.013,222.186,7.881,228.687,3579.266,1802.28225,1780.37642,38.854,38.216,22.561,0,0,574.624
50,2009-01-02 15:30:00,2849.618,1435.011,0,16.509,6.854,225.868,6.838,229.064,3114.073,1566.33963,1548.09927,37.813,38.089,22.457,0,0,495.112
50,2009-01-02 15:45:00,2364.713,1189.548,0,16.969,5.663,227.194,5.652,229.683,2584.591,1298.16832,1286.59962,37.193,37.387,22.455,0,0,415.794
50,2009-01-02 16:00:00,647.001,323.351,0,16.193,1.682,212.202,1.607,218.285,736.204,350.784,356.92376,32.065,32.801,22.543,0,0,119.43
50,2009-01-02 16:15:00,463.148,252.66,0,14.049,1.407,177.977,1.288,215.374,541.112,277.40171,250.41364,27.703,27.858,22.621,0,0,94.596
50,2009-01-02 16:30:00,187.235,93.925,0,13.713,0.551,218.81,0.512,220.511,238.393,112.90163,120.56431,26.412,27.331,22.607,0,0,38.934
50,2009-01-02 16:45:00,0.032,-0.21,0,13.19,0.071,206.744,0.039,207.714,22.798,8.10085,14.67882,24.122,25.36,22.595,0,0,3.395
50,2009-01-02 17:00:00,-1.142,-0.798,0,12.409,0.043,129.984,0.014,132.539,7.268,1.85555,5.58931,23.584,24.588,22.549,0,0,-4.242
50,2009-01-02 17:15:00,0.207,-0.087,0,12.861,0.007,78.29,0,77.076,0.631,0,0.54803,22.815,23.643,22.471,0,0,-5.059
50,2009-01-02 17:30:00,0.516,0.063,0,12.117,0.006,7.078,0,6.266,0.047,0,0.04247,22.186,22.916,22.37,0,0,-5.588
50,2009-01-02 17:45:00,0.513,0.063,0,11.233,0.006,0.675,0,0.111,0.004,0,0.00405,21.753,22.328,22.232,0,0,-6.539
50,2009-01-02 18:00:00,0.509,0.062,0,10.543,0.006,0.253,0,0.007,0.002,0,0.00152,21.281,21.776,22.053,0,0,-6.788
50,2009-01-02 18:15:00,0.451,0.003,0,9.553,0.006,0.214,0,0.007,0.001,0,0.00128,20.863,21.322,21.845,0,0,-6.459
50,2009-01-02 18:30:00,0.538,0.063,0,9.006,0.007,0.203,0,0.008,0.001,0,0.00142,20.538,20.945,21.65,0,0,-5.943
50,2009-01-02 18:45:00,0.525,0.062,0,8.639,0.007,0.201,0,0.007,0.001,0,0.00141,20.195,20.579,21.441,0,0,-6.593
50,2009-01-02 19:00:00,0.509,0.061,0,8.306,0.007,0.214,0,0.007,0.001,0,0.0015,19.962,20.295,21.247,0,0,-5.893
50,2009-01-02 19:15:00,0.484,0.039,0,8.338,0.007,0.222,0,0.007,0.002,0,0.00155,19.837,20.186,21.078,0,0,-5.956
50,2009-01-02 19:30:00,0.485,0.038,0,8.617,0.007,0.18,0,0.007,0.001,0,0.00126,19.659,19.897,20.943,0,0,-6.418
