Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,313903,-,-,-,33.41,-111.9,-7,366,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Wind Direction,Wind Speed
2014,1,1,0,0,0,0,0,-3.1588806152343523,10.282586669921898,956.8638305664062,38.77057647705078,167.55268385453752,45.979400634765625,2.1504673957824707
2014,1,1,0,30,0,0,0,-2.7361206054687273,10.118554687500023,956.8155517578125,40.44858932495117,169.58570859965798,45.979400634765625,2.1564903259277344
2014,1,1,1,0,0,0,0,-2.3247131347656023,9.954522705078148,956.767333984375,42.15985107421875,167.80093977857308,53.88829040527344,2.162513256072998
2014,1,1,1,30,0,0,0,-2.7272094726562273,9.755883789062523,956.7986450195312,41.46990966796875,163.39091889987927,53.88829040527344,2.164865016937256
2014,1,1,2,0,0,0,0,-3.1407531738281023,9.557244873046898,956.8299560546875,40.75452423095703,157.8845120223005,62.781986236572266,2.1672170162200928
2014,1,1,2,30,0,0,0,-2.7879394531249773,9.325830078125023,956.8021850585938,42.492958068847656,151.93473317757528,62.781986236572266,2.1906051635742188
2014,1,1,3,0,0,0,0,-2.4430297851562273,9.094384765625023,956.7744140625,44.27760696411133,145.79029330637002,67.89327239990234,2.2139933109283447
2014,1,1,3,30,0,0,0,-2.8483032226562273,8.865991210937523,956.795166015625,43.63425827026367,139.56068526735646,67.89327239990234,2.2461843490600586
2014,1,1,4,0,0,0,0,-3.2647766113281023,8.637597656250023,956.8158569335938,42.96116638183594,133.30348455818975,67.67082214355469,2.2783751487731934
2014,1,1,4,30,0,0,0,-3.0177368164062273,8.439050292968773,956.99658203125,44.35041809082031,127.05481768174971,67.67082214355469,2.372894287109375
2014,1,1,5,0,0,0,0,-2.7744812011718523,8.240533447265648,957.17724609375,45.770816802978516,120.84155519671792,60.166465759277344,2.4674131870269775
2014,1,1,5,30,0,0,0,-3.1685546874999773,8.057244873046898,957.4979858398438,45.00621032714844,114.68695645168148,60.166465759277344,2.645814895629883
2014,1,1,6,0,0,0,0,-3.5734924316406023,7.873986816406273,957.8187255859375,44.21495056152344,108.61373790277601,54.63078308105469,2.824216365814209
2014,1,1,6,30,0,0,0,-3.3924926757812273,7.715631103515648,958.1659545898438,45.3021354675293,102.64608386697748,54.63078308105469,2.993718147277832
2014,1,1,7,0,0,0,0,-3.2134765624999773,7.557275390625023,958.51318359375,46.40888214111328,96.81125242840244,55.21561050415039,3.163220167160034
2014,1,1,7,30,0,0,0,-2.7063354492187273,8.524743652343773,958.7486572265625,45.12528610229492,91.14108769393977,55.21561050415039,3.245711326599121
2014,1,1,8,0,25,387,54,-2.2163146972656023,9.492211914062523,958.9841918945312,43.836917877197266,85.67190100272222,56.38969802856445,3.328202724456787
2014,1,1,8,30,41,604,141,-2.1779541015624773,10.664392089843773,959.1978149414062,40.64751434326172,80.45373359573841,56.38969802856445,3.097896099090576
2014,1,1,9,0,52,727,233,-2.1405700683593523,11.836572265625023,959.4114379882812,37.7145881652832,75.53894386905694,55.28238296508789,2.8675894737243652
2014,1,1,9,30,59,805,322,-1.5926879882812273,13.452050781250023,959.4324951171875,35.32329559326172,70.99439893679374,55.28238296508789,2.5306572914123535
2014,1,1,10,0,65,858,402,-1.0668395996093523,15.067498779296898,959.4534912109375,33.068138122558594,66.89857224822576,54.97199249267578,2.193725109100342
2014,1,1,10,30,69,894,471,-1.4487976074218523,16.944146728515648,959.0281372070312,28.525209426879883,63.341024397833664,54.97199249267578,2.054175853729248
2014,1,1,11,0,73,918,526,-1.8417724609374773,18.820764160156273,958.602783203125,24.626501083374023,60.41890928984324,55.203399658203125,1.9146264791488647
2014,1,1,11,30,75,934,567,-2.0483459472656023,19.996636962890648,958.0228271484375,22.544044494628906,58.22952106289029,55.203399658203125,1.703771948814392
2014,1,1,12,0,76,944,592,-2.2584289550781023,21.172509765625023,957.4428100585938,20.645261764526367,56.85867689900387,47.62782287597656,1.4929174184799194
2014,1,1,12,30,76,946,601,-2.1995910644531023,21.653192138671898,956.9427490234375,20.133628845214844,56.36679869880121,47.62782287597656,1.3621349334716797
2014,1,1,13,0,76,943,593,-2.1413940429687273,22.133905029296898,956.4426879882812,19.635726928710938,56.77697189743832,32.954647064208984,1.2313525676727295
2014,1,1,13,30,75,934,569,-2.0389465332031023,22.149316406250023,956.3359375,19.766149520874023,58.06990235834396,32.954647064208984,1.1875200271606445
2014,1,1,14,0,73,918,529,-1.9372009277343523,22.164758300781273,956.2291870117188,19.89624786376953,60.18815002858362,22.208328247070312,1.1436874866485596
2014,1,1,14,30,70,893,475,-1.6861022949218523,21.673303222656273,956.216064453125,20.884387969970703,63.0476308531782,22.208328247070312,1.0807654857635498
2014,1,1,15,0,65,858,407,-1.4389709472656023,21.181848144531273,956.2029418945312,21.916837692260742,66.55156105036276,20.548080444335938,1.01784348487854
2014,1,1,15,30,60,807,328,2.6811767578125227,19.776696777343773,956.220947265625,32.176025390625,70.60239794748881,20.548080444335938,0.808570146560669
2014,1,1,16,0,52,732,240,5.966516113281273,18.371514892578148,956.2388916015625,44.204872131347656,75.10969160994709,2.7527236938476562,0.5992968678474426
2014,1,1,16,30,42,614,148,5.255548095703148,16.733331298828148,956.382568359375,46.661224365234375,79.99389447631118,2.7527236938476562,0.7217104434967041
2014,1,1,17,0,26,410,61,4.506982421875023,15.095147705078148,956.5263061523438,49.17530822753906,85.18713306209757,2.3438339233398438,0.8441239595413208
2014,1,1,17,30,0,0,0,2.1369873046875227,14.487420654296898,956.8665771484375,43.26230239868164,90.63089506081394,2.3438339233398438,1.2501156330108643
2014,1,1,18,0,0,0,0,-0.6521667480468523,13.879693603515648,957.206787109375,36.8032112121582,96.28926807441668,19.833084106445312,1.6561074256896973
2014,1,1,18,30,0,0,0,-0.28055419921872726,13.318658447265648,957.5750122070312,39.21760177612305,102.11060781435698,19.833084106445312,2.1680684089660645
2014,1,1,19,0,0,0,0,0.08281860351564774,12.757623291015648,957.9432373046875,41.768699645996094,108.0673811343065,31.036418914794922,2.6800296306610107
2014,1,1,19,30,0,0,0,-0.09192504882810226,12.258813476562523,958.212646484375,42.614418029785156,114.13193292593381,31.036418914794922,3.1198971271514893
2014,1,1,20,0,0,0,0,-0.26907958984372726,11.760034179687523,958.4821166992188,43.47438049316406,120.27980076812966,37.418434143066406,3.5597646236419678
2014,1,1,20,30,0,0,0,-0.21979370117185226,11.213708496093773,958.6153564453125,45.23526382446289,126.48811564805418,37.418434143066406,3.8283119201660156
2014,1,1,21,0,0,0,0,-0.17078247070310226,10.667382812500023,958.7486572265625,47.07371139526367,132.733626975993,41.5932731628418,4.096859455108643
2014,1,1,21,30,0,0,0,-0.17648925781247726,10.172174072265648,958.8751831054688,48.6338996887207,138.98973496338382,41.5932731628418,4.244479656219482
2014,1,1,22,0,0,0,0,-0.18234863281247726,9.676965332031273,959.001708984375,50.25173568725586,145.22110987875556,44.64310073852539,4.392099857330322
2014,1,1,22,30,0,0,0,-0.19330444335935226,9.268457031250023,958.9224853515625,51.60881805419922,151.37222798282164,44.64310073852539,4.464529037475586
2014,1,1,23,0,0,0,0,-0.20438232421872726,8.859979248046898,958.84326171875,53.00676345825195,157.33913429450877,46.92374038696289,4.536957740783691
2014,1,1,23,30,0,0,0,-0.36517944335935226,8.493188476562523,958.7398681640625,53.70612335205078,162.8897364435461,46.92374038696289,4.558749198913574
2014,1,2,0,0,0,0,0,-0.5278076171874773,8.126397705078148,958.6364135742188,54.41073226928711,167.42282868790227,49.05643844604492,4.580540180206299
2014,1,2,0,30,0,0,0,-0.7727722167968523,7.830773925781273,958.726318359375,54.53251647949219,169.4966183081107,49.05643844604492,4.577913284301758
2014,1,2,1,0,0,0,0,-1.0218566894531023,7.535150146484398,958.8162841796875,54.63882064819336,167.77876853251166,51.75442123413086,4.575286388397217
2014,1,2,1,30,0,0,0,-1.3506225585937273,7.433129882812523,958.7769775390625,53.71177291870117,163.41233456384356,51.75442123413086,4.613627910614014
2014,1,2,2,0,0,0,0,-1.6864990234374773,7.331140136718773,958.7376098632812,52.76945114135742,157.9272106015464,55.08462142944336,4.6519694328308105
2014,1,2,2,30,0,0,0,-2.0378173828124773,7.309350585937523,958.73095703125,51.4984016418457,151.98784411871182,55.08462142944336,4.662402153015137
2014,1,2,3,0,0,0,0,-2.3973144531249773,7.287561035156273,958.7243041992188,50.223690032958984,145.84846207011088,58.41659164428711,4.672834396362305
2014,1,2,3,30,0,0,0,-2.6874755859374773,7.278161621093773,958.6535034179688,49.18756103515625,139.62095117946387,58.41659164428711,4.6677775382995605
2014,1,2,4,0,0,0,0,-2.9831909179687273,7.268762207031273,958.5827026367188,48.150367736816406,133.36399959210826,62.365379333496094,4.662720680236816
2014,1,2,4,30,0,0,0,-3.1778625488281023,7.295220947265648,958.5557861328125,47.37226867675781,127.11428816679333,62.365379333496094,4.667929649353027
2014,1,2,5,0,0,0,0,-3.3750671386718523,7.321710205078148,958.52880859375,46.596866607666016,120.89897296408455,66.91500091552734,4.67313814163208
2014,1,2,5,30,0,0,0,-3.5666259765624773,7.406762695312523,958.5344848632812,45.66928482055664,114.74145536040564,66.91500091552734,4.682709693908691
2014,1,2,6,0,0,0,0,-3.7605957031249773,7.491815185546898,958.5401611328125,44.751182556152344,108.66450888998698,71.06529235839844,4.692281723022461
2014,1,2,6,30,0,0,0,-3.9486145019531023,7.719873046875023,958.6077270507812,43.44474792480469,102.69231899526994,71.06529235839844,4.701096534729004
2014,1,2,7,0,0,0,0,-4.139013671874977,7.947930908203148,958.67529296875,42.169212341308594,96.85210410065575,74.6824722290039,4.709911823272705
2014,1,2,7,30,0,0,0,-4.111425781249977,9.175073242187523,958.9315185546875,38.88941192626953,91.17563663881472,74.6824722290039,4.609600067138672
2014,1,2,8,0,25,394,54,-4.084722900390602,10.402215576171898,959.1876831054688,35.89115905761719,85.69912799058255,76.03626251220703,4.5092878341674805
2014,1,2,8,30,41,611,142,-4.014807128906227,12.214318847656273,959.3424682617188,32.000362396240234,80.4725167080777,76.03626251220703,4.193374156951904
2014,1,2,9,0,52,734,235,-3.9475463867187273,14.026391601562523,959.4972534179688,28.573915481567383,75.54802824843216,77.50662231445312,3.877460241317749
2014,1,2,9,30,59,812,324,-3.8122314453124773,16.038140869140648,959.39892578125,25.36160659790039,70.9924316118083,77.50662231445312,3.6445271968841553
2014,1,2,10,0,65,863,404,-3.6821044921874773,18.049859619140648,959.3006591796875,22.546409606933594,66.88415180511875,84.67152404785156,3.4115941524505615
2014,1,2,10,30,69,899,473,-3.8391479492187273,19.653009033203148,958.959228515625,20.160015106201172,63.31280269022565,84.67152404785156,3.3909926414489746
2014,1,2,11,0,73,923,529,-3.9998229980468523,21.256127929687523,958.6178588867188,18.042943954467773,60.37575728270167,98.10983276367188,3.3703908920288086
2014,1,2,11,30,75,938,570,-3.7799743652343523,22.105950927734398,958.093017578125,17.413999557495117,58.17074218742968,98.10983276367188,3.246516704559326
2014,1,2,12,0,76,947,595,-3.5649475097656023,22.955773925781273,957.568115234375,16.805994033813477,56.78422448414238,105.98405456542969,3.1226422786712646
2014,1,2,12,30,76,950,604,-3.3356689453124773,23.324670410156273,956.9853515625,16.718936920166016,56.27741374894167,105.98405456542969,2.9666213989257812
2014,1,2,13,0,76,947,596,-3.1105407714843523,23.693536376953148,956.4026489257812,16.627702713012695,56.674160102632726,109.49827575683594,2.810600757598877
2014,1,2,13,30,75,938,572,-3.0272583007812273,23.680780029296898,956.0471801757812,16.743907928466797,57.95573339098896,109.49827575683594,2.6917672157287598
2014,1,2,14,0,73,922,533,-2.9444641113281023,23.668023681640648,955.6917114257812,16.860206604003906,60.06494783063,110.50816345214844,2.5729336738586426
2014,1,2,14,30,70,898,479,-2.7222351074218523,23.147821044921898,955.6334228515625,17.687204360961914,62.917669839538505,110.50816345214844,2.4465372562408447
2014,1,2,15,0,65,863,411,-2.5032104492187273,22.627618408203148,955.5751342773438,18.552095413208008,66.41685363094545,107.92862701416016,2.320140838623047
2014,1,2,15,30,60,813,332,0.12047729492189774,21.187280273437523,955.4586791992188,24.547962188720703,70.46459575251558,107.92862701416016,2.1662423610687256
2014,1,2,16,0,77,456,195,2.3737121582031477,19.746911621093773,955.3422241210938,31.53907012939453,74.97007604800012,97.63983154296875,2.0123438835144043
2014,1,2,16,30,64,193,98,1.5798278808593977,18.366784667968773,955.3861694335938,32.4806022644043,79.85341993968896,97.63983154296875,2.057610034942627
2014,1,2,17,0,31,118,41,0.7394042968750227,16.986627197265648,955.4301147460938,33.356388092041016,85.0464982649902,84.54290771484375,2.1028759479522705
2014,1,2,17,30,0,0,0,0.44506225585939774,16.539300537109398,955.7031860351562,33.59559631347656,90.49015548177225,84.54290771484375,2.296649694442749
2014,1,2,18,0,0,0,0,0.14443359375002274,16.091943359375023,955.9762573242188,33.82283020019531,96.14943809561511,78.46753692626953,2.4904234409332275
2014,1,2,18,30,0,0,0,-0.10498657226560226,15.650659179687523,955.9605102539062,34.16666793823242,101.97152533116302,78.46753692626953,2.720282554626465
2014,1,2,19,0,0,0,0,-0.35880126953122726,15.209344482421898,955.9447631835938,34.50502395629883,107.92911817076244,78.69281768798828,2.9501419067382812
2014,1,2,19,30,0,0,0,-0.6161560058593523,14.805017089843773,956.072509765625,34.75681686401367,113.99447652911367,78.69281768798828,3.122441291809082
2014,1,2,20,0,0,0,0,-0.8782714843749773,14.400659179687523,956.2001953125,34.99989318847656,120.14305937702181,83.26620483398438,3.294740915298462
2014,1,2,20,30,0,0,0,-0.9928039550781023,14.025903320312523,956.03955078125,35.560386657714844,126.35191614300376,83.26620483398438,3.420837640762329
2014,1,2,21,0,0,0,0,-1.1083129882812273,13.651147460937523,955.8789672851562,36.12948989868164,132.59770165467893,89.01594543457031,3.5469343662261963
2014,1,2,21,30,0,0,0,-1.1150878906249773,13.185479736328148,955.919921875,37.22357177734375,138.85369741327972,89.01594543457031,3.6726675033569336
2014,1,2,22,0,0,0,0,-1.1220153808593523,12.719842529296898,955.9608154296875,38.35445785522461,145.0844223462704,92.97367095947266,3.79840087890625
2014,1,2,22,30,0,0,0,-1.0933898925781023,12.162133789062523,955.9395751953125,39.86781311035156,151.2341862431188,92.97367095947266,3.9271557331085205
2014,1,2,23,0,0,0,0,-1.0649475097656023,11.604394531250023,955.9183959960938,41.446868896484375,157.19902007727214,93.98883056640625,4.055910587310791
2014,1,2,23,30,0,0,0,-0.9670471191406023,11.091668701171898,955.757080078125,43.18580627441406,162.74795110098353,93.98883056640625,4.158991813659668
2014,1,3,0,0,0,0,0,-0.8698486328124773,10.578942871093773,955.5957641601562,45.00119400024414,167.2870542702477,93.18510437011719,4.262073040008545
2014,1,3,0,30,0,0,0,-0.7357543945312273,10.139489746093773,955.5367431640625,46.7958869934082,169.39902887961222,93.18510437011719,4.313091278076172
2014,1,3,1,0,0,0,0,-0.6028198242187273,9.700006103515648,955.4777221679688,48.6624641418457,167.74793208579172,91.34049987792969,4.364109039306641
2014,1,3,1,30,0,0,0,-0.5350708007812273,9.482110595703148,955.3439331054688,49.62370681762695,163.42666105999058,91.34049987792969,4.448610305786133
2014,1,3,2,0,0,0,0,-0.46765747070310226,9.264184570312523,955.2101440429688,50.60399627685547,157.96400524550512,87.66741180419922,4.533111095428467
2014,1,3,2,30,0,0,0,-0.47739257812497726,9.174127197265648,954.99951171875,50.87567138671875,152.0357422859473,87.66741180419922,4.571671485900879
2014,1,3,3,0,0,0,0,-0.48712768554685226,9.084069824218773,954.7889404296875,51.14897537231445,145.9018031459616,84.82903289794922,4.610231399536133
2014,1,3,3,30,0,0,0,-0.5449279785156023,9.014794921875023,954.5399169921875,51.17249298095703,139.67659012166968,84.82903289794922,4.569149017333984
2014,1,3,4,0,0,0,0,-0.6029113769531023,8.945489501953148,954.2908935546875,51.195430755615234,133.41997101273418,83.20867919921875,4.528066158294678
2014,1,3,4,30,0,0,0,-0.6766418457031023,8.883935546875023,954.3682861328125,51.132999420166016,127.16921848981681,83.20867919921875,4.459517478942871
2014,1,3,5,0,0,0,0,-0.7507080078124773,8.822412109375023,954.4456176757812,51.069091796875,120.9517958913849,82.64249420166016,4.390968322753906
2014,1,3,5,30,0,0,0,-0.8331359863281023,8.793420410156273,954.432373046875,50.862239837646484,114.79125974966581,82.64249420166016,4.320243835449219
2014,1,3,6,0,0,0,0,-0.9160217285156023,8.764459228515648,954.4190673828125,50.65431594848633,108.71044883187454,83.16291809082031,4.249519348144531
2014,1,3,6,30,0,0,0,-0.9902099609374773,8.849359130859398,954.563232421875,50.092254638671875,102.73355493345903,83.16291809082031,4.176993370056152
2014,1,3,7,0,0,0,0,-1.0647949218749773,8.934289550781273,954.7074584960938,49.535003662109375,96.88776036810253,84.90701293945312,4.104467391967773
