Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,313903,-,-,-,33.41,-111.9,-7,366,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Wind Direction,Wind Speed
2006,1,1,0,0,0,0,0,1.3431945800781477,9.922052001953148,951.24755859375,55.186973571777344,167.5586790381871,261.5716552734375,3.211095094680786
2006,1,1,0,30,0,0,0,1.4565979003906477,9.577813720703148,951.3766479492188,56.93632888793945,169.5915352987862,261.5716552734375,3.066709518432617
2006,1,1,1,0,0,0,0,1.5692382812500227,9.233605957031273,951.5057373046875,58.740936279296875,167.80494661947142,267.8652648925781,2.922323703765869
2006,1,1,1,30,0,0,0,1.6371093750000227,8.861535644531273,951.8417358398438,60.52609634399414,163.39328519233496,267.8652648925781,2.6715309619903564
2006,1,1,2,0,0,0,0,1.7046752929687727,8.489465332031273,952.177734375,62.36867141723633,157.8859608191954,283.421630859375,2.4207382202148438
2006,1,1,2,30,0,0,0,1.7199035644531477,8.157281494140648,952.2041625976562,63.858638763427734,151.93570282348634,283.421630859375,2.1143486499786377
2006,1,1,3,0,0,0,0,1.7350402832031477,7.825067138671898,952.2305908203125,65.38792419433594,145.79102312391743,309.21441650390625,1.8079590797424316
2006,1,1,3,30,0,0,0,1.7142272949218977,7.562554931640648,952.262451171875,66.46900177001953,139.56131538551028,309.21441650390625,1.6118838787078857
2006,1,1,4,0,0,0,0,1.6933532714843977,7.300073242187523,952.2942504882812,67.56999206542969,133.30410503949608,349.12481689453125,1.4158087968826294
2006,1,1,4,30,0,0,0,1.6603332519531477,7.125909423828148,952.3616943359375,68.21841430664062,127.05549201735822,349.12481689453125,1.4233999252319336
