Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,431499,-,-,-,35.05,-106.62,-7,1558,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Temperature,Relative Humidity,Solar Zenith Angle,Wind Speed
2012,1,1,0,0,0,0,0,-2.7677978515624773,47.746402740478516,167.80723120999295,2.129873514175415
2012,1,1,0,30,0,0,0,-2.7791503906249773,47.80324172973633,167.20311734213732,1.9860795736312866
2012,1,1,1,0,0,0,0,-2.7905029296874773,47.860137939453125,163.7498108183413,1.8422856330871582
2012,1,1,1,30,0,0,0,-2.7102416992187273,49.34734344482422,158.80620614213498,1.671809434890747
2012,1,1,2,0,0,0,0,-2.6299499511718523,50.815956115722656,153.1987972258525,1.501333236694336
2012,1,1,2,30,0,0,0,-2.5158447265624773,49.81467056274414,147.2849507035542,1.4205164909362793
2012,1,1,3,0,0,0,0,-2.4017089843749773,48.82672119140625,141.22538734557173,1.3396997451782227
2012,1,1,3,30,0,0,0,-2.2954772949218523,49.59559631347656,135.10259443384393,1.3117870092391968
2012,1,1,4,0,0,0,0,-2.1892150878906023,50.35014343261719,128.96572433938275,1.283874273300171
2012,1,1,4,30,0,0,0,-2.0800537109374773,49.23158645629883,122.84890277125551,1.2187492847442627
2012,1,1,5,0,0,0,0,-1.9708618164062273,48.1277961730957,116.77958523261967,1.153624176979065
2012,1,1,5,30,0,0,0,-1.8643859863281023,48.68150329589844,110.78289724453218,1.0539844036102295
2012,1,1,6,0,0,0,0,-1.7578796386718523,49.224430084228516,104.88425910808962,0.9543447494506836
2012,1,1,6,30,0,0,0,-1.3503479003906023,48.11549377441406,99.11127517514217,0.8173968195915222
2012,1,1,7,0,0,0,0,-0.9427856445312273,47.033775329589844,93.49534288343625,0.6804488897323608
2012,1,1,7,30,15,293,25,0.5583129882812727,42.40610885620117,88.07075591643071,0.533180832862854
2012,1,1,8,0,32,591,105,2.0593811035156477,38.28154373168945,82.8874925989392,0.38591277599334717
2012,1,1,8,30,43,743,197,3.3862548828125227,34.30379867553711,77.99277143790522,0.42226535081863403
2012,1,1,9,0,50,833,288,4.713128662109398,30.761653900146484,73.4494038661963,0.4586179554462433
2012,1,1,9,30,56,892,371,6.464379882812523,26.37895393371582,69.33015383142032,0.7052572965621948
2012,1,1,10,0,60,933,444,8.215631103515648,22.633583068847656,65.71779737039095,0.951896607875824
2012,1,1,10,30,63,962,505,9.355554199218773,20.405717849731445,62.7024275597542,1.1348001956939697
2012,1,1,11,0,65,981,551,10.495507812500023,18.396596908569336,60.37546458980914,1.3177037239074707
2012,1,1,11,30,67,993,581,10.975579833984398,17.98012924194336,58.82006506048266,1.417468786239624
2012,1,1,12,0,67,998,595,11.455651855468773,17.573261260986328,58.09912693586432,1.5172337293624878
2012,1,1,12,30,67,997,592,11.566827392578148,17.687847137451172,58.24404810992526,1.4948861598968506
2012,1,1,13,0,66,991,573,11.677972412109398,17.799823760986328,59.24840133216655,1.4725385904312134
2012,1,1,13,30,65,977,538,11.278497314453148,18.35858154296875,61.069267158773314,1.3215779066085815
2012,1,1,14,0,62,956,487,10.878991699218773,18.936010360717773,63.635629042869425,1.1706172227859497
