Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,1241339,-,-,-,41.05,-73.7,-5,119,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Temperature,Relative Humidity,Solar Zenith Angle,Wind Speed
2012,1,1,0,0,0,0,0,2.9873596191406477,97.15986633300781,161.99319644920735,1.164980173110962
2012,1,1,0,30,0,0,0,2.8510070800781477,97.5374526977539,160.78340127830074,1.1481733322143555
2012,1,1,1,0,0,0,0,2.7146240234375227,97.91425323486328,157.78803925814634,1.1313663721084595
2012,1,1,1,30,0,0,0,2.5301452636718977,98.54180145263672,153.62004790247317,1.1019928455352783
2012,1,1,2,0,0,0,0,2.3456359863281477,99.17063903808594,148.76182873693426,1.0726191997528076
2012,1,1,2,30,0,0,0,2.0585571289062727,100.0,143.5084530704624,1.0217223167419434
2012,1,1,3,0,0,0,0,1.7714782714843977,100.0,138.03188097747716,0.9708254933357239
2012,1,1,3,30,0,0,0,1.5212036132812727,100.0,132.4362116539515,0.8984981775283813
2012,1,1,4,0,0,0,0,1.2709289550781477,100.0,126.78939946687827,0.8261708617210388
2012,1,1,4,30,0,0,0,1.4040771484375227,100.0,121.14018178187362,0.7497565746307373
2012,1,1,5,0,0,0,0,1.5372253417968977,100.0,115.52729538884546,0.673342227935791
2012,1,1,5,30,0,0,0,1.7575317382812727,100.0,109.98480034354117,0.6531044840812683
2012,1,1,6,0,0,0,0,1.9778381347656477,100.0,104.54542608536629,0.6328667402267456
2012,1,1,6,30,0,0,0,2.2952514648437727,100.0,99.24290061877906,0.6030529141426086
2012,1,1,7,0,0,0,0,2.6126953125000227,100.0,94.11374808639722,0.5732390880584717
2012,1,1,7,30,0,0,0,3.8760620117187727,98.28815460205078,89.19517444145393,0.5515646934509277
2012,1,1,8,0,35,297,63,5.139428710937523,92.1148681640625,84.54297101731078,0.5298903584480286
2012,1,1,8,30,50,503,136,5.770898437500023,89.34801483154297,80.20256970475143,0.5329867005348206
2012,1,1,9,0,61,622,209,6.402368164062523,86.66639709472656,76.23511351657835,0.5360830426216125
2012,1,1,9,30,69,697,276,7.379968261718773,83.45201873779297,72.70716335636632,0.6998599767684937
2012,1,1,10,0,74,748,334,8.357537841796898,80.32610321044922,69.68985245245946,0.8636369705200195
2012,1,1,10,30,78,782,381,8.846826171875023,77.29727935791016,67.25538293112092,0.9896577000617981
2012,1,1,11,0,81,803,415,9.336114501953148,74.39013671875,65.47141030929309,1.1156784296035767
2012,1,1,11,30,83,814,435,9.552514648437523,72.15400695800781,64.39383703612503,1.1819684505462646
2012,1,1,12,0,83,817,440,9.768884277343773,69.97115325927734,64.0593746287601,1.2482584714889526
2012,1,1,12,30,82,812,432,9.791284179687523,68.93942260742188,64.4799053413433,1.2961134910583496
2012,1,1,13,0,80,798,410,9.813714599609398,67.9118881225586,65.64052664848576,1.3439686298370361
2012,1,1,13,30,77,776,374,9.618157958984398,68.73176574707031,67.50199280047593,1.3594683408737183
2012,1,1,14,0,99,508,273,9.422601318359398,69.56280517578125,70.0066662062612,1.3749680519104004
2012,1,1,14,30,99,364,205,8.881402587890648,73.26376342773438,73.08602375275895,1.3862011432647705
2012,1,1,15,0,89,164,127,8.340173339843773,77.1548080444336,76.66773285075223,1.3974343538284302
2012,1,1,15,30,63,123,83,7.709741210937523,80.46906280517578,80.68103824562652,1.4911174774169922
2012,1,1,16,0,35,363,66,7.079309082031273,83.94266510009766,85.0600178514541,1.5848006010055542
2012,1,1,16,30,0,0,0,6.854943847656273,85.72452545166016,89.74392412900815,1.6465468406677246
2012,1,1,17,0,0,0,0,6.630578613281273,87.5435562133789,94.68961285036397,1.7082929611206055
2012,1,1,17,30,0,0,0,6.581933593750023,88.8855209350586,99.84025115189186,1.7208963632583618
2012,1,1,18,0,0,0,0,6.533288574218773,90.23512268066406,105.15975965745452,1.7334997653961182
2012,1,1,18,30,0,0,0,6.673089599609398,91.11787414550781,110.61196404743964,1.7311232089996338
2012,1,1,19,0,0,0,0,6.812890625000023,91.97608184814453,116.16327926213557,1.7287466526031494
2012,1,1,19,30,0,0,0,6.929833984375023,92.86581420898438,121.78085721394098,1.688277006149292
2012,1,1,20,0,0,0,0,7.046807861328148,93.73401641845703,127.43015774593766,1.6478074789047241
2012,1,1,20,30,0,0,0,7.028955078125023,94.36271667480469,133.07141408532203,1.601219892501831
2012,1,1,21,0,0,0,0,7.011071777343773,94.99279022216797,138.6539487552101,1.554632306098938
2012,1,1,21,30,0,0,0,7.070123291015648,94.92218017578125,144.10626043534575,1.5757046937942505
2012,1,1,22,0,0,0,0,7.129144287109398,94.85059356689453,149.31776162921798,1.596777081489563
2012,1,1,22,30,0,0,0,7.123498535156273,93.90489959716797,154.1047370470045,1.6983561515808105
2012,1,1,23,0,0,0,0,7.117822265625023,92.95884704589844,158.15262434887836,1.7999351024627686
2012,1,1,23,30,0,0,0,6.774194335937523,90.25230407714844,160.95713873028456,1.8432888984680176
2012,1,2,0,0,0,0,0,6.430566406250023,87.37004852294922,161.91368323306426,1.886642575263977
2012,1,2,0,30,0,0,0,5.814874267578148,85.483154296875,160.74015043046487,1.8563313484191895
2012,1,2,1,0,0,0,0,5.199151611328148,83.28252410888672,157.77619909336318,1.8260201215744019
2012,1,2,1,30,0,0,0,4.536859130859398,83.12389373779297,153.63022051979556,1.8163142204284668
2012,1,2,2,0,0,0,0,3.8745666503906477,82.7802505493164,148.78609673850553,1.8066084384918213
2012,1,2,2,30,0,0,0,3.3072448730468977,82.38480377197266,143.54136906900357,1.803268551826477
2012,1,2,3,0,0,0,0,2.7399230957031477,81.8321762084961,138.0698143386982,1.7999286651611328
2012,1,2,3,30,0,0,0,2.2429748535156477,81.04231262207031,132.47666825363757,1.767601728439331
2012,1,2,4,0,0,0,0,1.7460266113281477,80.09963989257812,126.83056990331559,1.7352749109268188
2012,1,2,4,30,0,0,0,1.3410888671875227,79.77885437011719,121.18066583026263,1.7014762163162231
2012,1,2,5,0,0,0,0,0.9361816406250227,79.37642669677734,115.56593363189928,1.6676775217056274
2012,1,2,5,30,0,0,0,0.6436096191406477,79.21227264404297,110.02056789122491,1.6373264789581299
2012,1,2,6,0,0,0,0,0.35103759765627274,79.00836944580078,104.57736255495367,1.6069754362106323
2012,1,2,6,30,0,0,0,0.23433837890627274,78.3161392211914,99.27006222840744,1.594059705734253
2012,1,2,7,0,0,0,0,0.11760864257814774,77.60650634765625,94.13517459763447,1.581144094467163
2012,1,2,7,30,0,0,0,0.5521789550781477,75.46990203857422,89.2098535550223,1.5655720233917236
2012,1,2,8,0,36,315,66,0.9867492675781477,73.39925384521484,84.54988597680959,1.5499999523162842
2012,1,2,8,30,51,529,141,1.6054016113281477,70.61515808105469,80.20062427408952,1.5364816188812256
2012,1,2,9,0,62,649,216,2.2240844726562727,67.94886016845703,76.22320739718492,1.522963285446167
2012,1,2,9,30,70,726,286,2.7662292480468977,64.9289321899414,72.68423450289909,1.577462911605835
2012,1,2,10,0,75,778,346,3.3083435058593977,62.050716400146484,69.65495737426953,1.6319626569747925
2012,1,2,10,30,79,813,395,3.6770263671875227,59.674102783203125,67.20780436014495,1.66357421875
2012,1,2,11,0,82,836,430,4.045709228515648,57.38383102416992,65.41077705510556,1.695185661315918
2012,1,2,11,30,84,849,452,4.188989257812523,55.334007263183594,64.32022723575034,1.7106355428695679
2012,1,2,12,0,144,522,373,4.332238769531273,53.321189880371094,63.97336601013511,1.7260854244232178
2012,1,2,12,30,128,551,367,4.316888427734398,52.25250244140625,64.38254498321308,1.7101950645446777
2012,1,2,13,0,134,517,349,4.301538085937523,51.18206024169922,65.53321941868842,1.6943045854568481
2012,1,2,13,30,124,508,319,4.108666992187523,51.32185363769531,67.38633862245669,1.6451493501663208
2012,1,2,14,0,131,342,249,3.9158264160156477,51.45652770996094,69.88429213975733,1.5959941148757935
2012,1,2,14,30,101,357,206,3.5344482421875227,54.450313568115234,72.95844971258026,1.4612278938293457
2012,1,2,15,0,88,291,156,3.1530395507812727,57.575477600097656,76.53628878016825,1.3264617919921875
2012,1,2,15,30,61,253,103,2.5928894042968977,60.64739990234375,80.54683105786246,1.3448693752288818
2012,1,2,16,0,53,0,53,2.0327392578125227,63.88583755493164,84.92393571625583,1.3632769584655762
2012,1,2,16,30,0,0,0,1.7798706054687727,64.79931640625,89.60676383940128,1.3870410919189453
2012,1,2,17,0,0,0,0,1.5269714355468977,65.72716522216797,94.55157295817585,1.410805344581604
2012,1,2,17,30,0,0,0,1.2719970703125227,66.55848693847656,99.70184864083201,1.4038338661193848
2012,1,2,18,0,0,0,0,1.0170532226562727,67.40001678466797,105.02122745075661,1.396862506866455
2012,1,2,18,30,0,0,0,0.7506958007812727,68.62886810302734,110.47343586864453,1.3683085441589355
2012,1,2,19,0,0,0,0,0.48436889648439774,69.88269805908203,116.02480612426933,1.3397544622421265
2012,1,2,19,30,0,0,0,0.25231323242189774,70.82769012451172,121.64242075939933,1.3102807998657227
2012,1,2,20,0,0,0,0,0.020227050781272737,71.7870101928711,127.29168366839289,1.2808072566986084
2012,1,2,20,30,0,0,0,-0.22360839843747726,72.57386779785156,132.93279275100096,1.2640221118927002
2012,1,2,21,0,0,0,0,-0.46741333007810226,73.36830139160156,138.51507981856648,1.2472368478775024
2012,1,2,21,30,0,0,0,-0.7005676269531023,74.48934173583984,143.96716310564142,1.2433913946151733
2012,1,2,22,0,0,0,0,-0.9337219238281023,75.62965393066406,149.1788555224242,1.2395459413528442
2012,1,2,22,30,0,0,0,-1.1456970214843523,76.55789184570312,153.96754442537502,1.23006010055542
2012,1,2,23,0,0,0,0,-1.3576721191406023,77.49869537353516,158.02134644383534,1.220574140548706
2012,1,2,23,30,0,0,0,-1.5528320312499773,77.94857025146484,160.84099664097255,1.2152111530303955
2012,1,3,0,0,0,0,0,-1.7480224609374773,78.39730834960938,161.82597376946626,1.2098480463027954
2012,1,3,0,30,0,0,0,-1.8972534179687273,78.31288146972656,160.68855167425966,1.222151279449463
2012,1,3,1,0,0,0,0,-2.0464843749999773,78.21771240234375,157.7565621769774,1.23445463180542
2012,1,3,1,30,0,0,0,-2.1800598144531023,77.29615783691406,153.63331501999875,1.2528890371322632
2012,1,3,2,0,0,0,0,-2.3136352539062273,76.34965515136719,148.80388992432,1.2713234424591064
