Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,466290,-,-,-,39.73,-105.18,-7,1820,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed,Fill Flag,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,8,30,39,724,164,39,724,164,0,-289.5046143,-7.647680664,740.7321777,36.52381229,80.04852366,2.200730801,279.2618408,3.95616436,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,9,0,46,825,249,46,825,249,0,-288.3877625,-6.494116211,741.008606,35.42238903,75.8368949,2.240687132,277.7915039,3.796077967,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,9,30,52,889,326,52,889,326,0,-287.2210754,-5.292364502,741.0544434,34.17245197,72.04769167,2.314994812,277.7915039,3.46538353,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,10,0,56,931,394,56,931,394,0,-286.0514282,-4.090612793,741.1002808,32.8907795,68.75521486,2.389302254,275.8604736,3.134688854,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,10,30,59,958,449,59,958,449,0,-285.1581482,-3.174505615,740.8256836,31.05725384,66.03734673,2.491024733,275.8604736,2.746361256,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,11,0,61,976,490,61,976,490,0,-284.2634644,-2.25836792,740.5510254,29.34180641,63.97010818,2.592747211,267.3999023,2.358033419,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,11,30,63,985,516,63,985,516,0,-283.7589783,-1.742285156,740.1490479,28.96785545,62.61994237,2.712120056,267.3999023,2.075139999,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,12,0,63,988,527,63,988,527,0,-283.254187,-1.22623291,739.7470093,28.58981991,62.03492141,2.831492901,243.5470123,1.79224658,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,12,30,63,986,522,63,986,522,0,-283.1468567,-1.116583252,739.6661377,29.09600353,62.23714234,2.897340298,243.5470123,1.967696905,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,13,0,62,977,502,62,977,502,0,-283.0395264,-1.006933594,739.5852051,29.59966087,63.21887638,2.963187456,223.5405731,2.14314723,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,13,30,60,961,467,60,961,467,0,-283.2107605,-1.181860352,739.6921387,31.2722826,64.94393994,3.043843508,223.5405731,2.453340054,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,14,0,58,936,418,58,936,418,0,-283.3819031,-1.356756592,739.7991333,33.05602741,67.35375501,3.124499559,224.6690979,2.763532877,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,14,30,54,899,356,54,899,356,0,-283.9238037,-1.910681152,739.868042,36.19035721,70.37589106,3.205187321,224.6690979,2.897481441,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,15,0,49,845,283,49,845,283,0,-284.4652771,-2.464605713,739.9370117,39.66207314,73.93253079,3.285875082,226.6542206,3.031430244,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,15,30,42,763,202,42,763,202,0,-285.5627808,-3.588812256,739.9151001,42.42292786,77.94709386,3.294831514,226.6542206,3.146908045,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,16,0,33,629,117,33,629,117,0,-286.6581787,-4.713018799,739.8931885,45.43074226,82.34840232,3.303787947,226.1695709,3.262385845,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,16,30,19,379,38,19,379,38,0,-287.1767334,-5.246069336,739.8754883,46.45199776,87.07241048,3.295579672,226.1695709,3.525654554,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,17,0,0,0,0,0,0,0,0,-287.6946472,-5.779089355,739.8578491,47.48208809,92.06681121,3.287371397,225.7615967,3.788923264,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,17,30,0,0,0,0,0,0,1,-287.8665833,-5.956182861,739.8397217,47.41694832,97.27885384,3.580904007,225.7615967,4.022541523,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,18,0,0,0,0,0,0,0,8,-288.0384583,-6.13324585,739.8215332,47.32954788,102.6684035,3.874436855,226.6757355,4.256159782,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,18,30,0,0,0,0,0,0,7,-288.0330566,-6.12769165,739.8275146,47.15102577,108.1984841,4.612372875,226.6757355,4.508890152,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,19,0,0,0,0,0,0,0,4,-288.027655,-6.122137451,739.8334961,46.95117569,113.8355188,5.350309372,230.9675751,4.761620045,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,19,30,0,0,0,0,0,0,7,-287.9133667,-6.004278564,739.6987305,46.93257904,119.5475492,6.006319523,230.9675751,4.925703526,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,20,0,0,0,0,0,0,0,7,-287.7990479,-5.886419678,739.5639648,46.90472221,125.3020249,6.662329674,237.2088928,5.089787006,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,20,30,0,0,0,0,0,0,7,-287.7334045,-5.818762207,739.4528809,47.2227726,131.0627333,6.931612968,237.2088928,5.310050011,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,21,0,0,0,0,0,0,0,7,-287.6677307,-5.751104736,739.3418579,47.54349709,136.7850133,7.200896263,245.2524414,5.530312538,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,21,30,0,0,0,0,0,0,7,-287.6671509,-5.750402832,739.1646729,48.21687889,142.4075288,7.114567757,245.2524414,5.781995773,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,22,0,0,0,0,0,0,0,4,-287.666571,-5.749700928,738.9874878,48.89864159,147.8370601,7.02823925,251.4418335,6.033678532,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,22,30,0,0,0,0,0,0,7,-287.6901001,-5.773779297,738.7658081,49.6525116,152.9192654,6.714554787,251.4418335,6.255543709,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,23,0,0,0,0,0,0,0,4,-287.7135681,-5.797827148,738.5441284,50.41708565,157.384198,6.400870323,253.6695099,6.477409363,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,7,23,30,0,0,0,0,0,0,1,-287.6969055,-5.780523682,738.3062744,50.91636467,160.7678471,6.028393745,253.6695099,6.549567223,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,0,0,0,0,0,0,0,0,1,-287.6802124,-5.763220215,738.0683594,51.42119789,162.4144268,5.655916691,254.2962494,6.621725559,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,0,30,0,0,0,0,0,0,1,-287.6148438,-5.69586792,738.0181885,51.82710838,161.8369582,5.218032837,254.2962494,6.671937943,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,1,0,0,0,0,0,0,0,1,-287.5494141,-5.628515625,737.9680176,52.23757744,159.2222044,4.780148983,254.9820709,6.722150326,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,1,30,0,0,0,0,0,0,1,-287.2786621,-5.350012207,738.2032471,52.72448349,155.2161375,4.453780651,254.9820709,6.782387257,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,2,0,0,0,0,0,0,0,1,-287.0077271,-5.071508789,738.4384155,53.22070313,150.3927341,4.127411842,256.3690796,6.842624187,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,2,30,0,0,0,0,0,0,4,-286.6571411,-4.711279297,738.6384277,53.58553314,145.1078349,3.916450024,256.3690796,6.919014454,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,3,0,0,0,0,0,0,0,4,-286.3062805,-4.351049805,738.838501,53.95923996,139.5638731,3.705487967,257.6141357,6.99540472,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,3,30,0,0,0,0,0,0,7,-286.0329041,-4.070501709,738.9552002,54.10719872,133.8791996,3.591760397,257.6141357,7.028139591,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,4,0,0,0,0,0,0,0,6,-285.759314,-3.789923096,739.0719604,54.26050377,128.1282647,3.478033066,258.0474243,7.060874462,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,4,30,0,0,0,0,0,0,7,-285.584021,-3.610296631,739.3449097,54.35482788,122.3625557,3.540361166,258.0474243,7.017072678,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,5,0,0,0,0,0,0,0,7,-285.408667,-3.430670166,739.6178589,54.45087814,116.6216475,3.602689505,257.4708862,6.973270416,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,5,30,0,0,0,0,0,0,7,-285.3102173,-3.329931641,739.9624023,54.54232597,110.9393845,3.794736624,257.4708862,6.884451866,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,6,0,0,0,0,0,0,0,7,-285.2117371,-3.229162598,740.3069458,54.63315201,105.34765,3.986783743,255.4032135,6.795633793,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,6,30,0,0,0,0,0,0,7,-284.9784607,-2.990332031,740.6166992,54.17686653,99.87892702,4.184989452,255.4032135,6.730490685,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,7,0,0,0,0,0,0,0,7,-284.7450928,-2.751501465,740.9264526,53.72210693,94.56825777,4.3831954,252.4575806,6.665347576,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,7,30,0,0,0,0,0,0,7,-283.7813782,-1.765600586,741.1130981,50.50743484,89.45175802,4.570603371,252.4575806,6.676970482,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,8,0,32,311,61,27,513,75,7,-282.8162903,-0.779669189,741.2997437,47.51176071,84.58264172,4.758010864,250.0693054,6.688592911,4,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,8,30,49,456,129,38,689,158,8,-281.5768188,0.484887695,741.3735352,43.69011879,80.0061349,4.922956944,250.0693054,6.71942997,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,9,0,79,442,187,46,791,240,8,-280.3355774,1.749475098,741.4473877,40.20077324,75.78316498,5.087902546,249.0371399,6.750267506,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,9,30,131,222,200,51,854,316,8,-279.2718567,2.832055664,741.4772949,36.5632267,71.98155213,5.264979839,249.0371399,6.673319817,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,10,0,140,398,285,55,897,382,7,-278.2071899,3.91463623,741.5071411,33.25511456,68.67578076,5.442057133,249.0390625,6.596371651,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,10,30,169,366,318,58,924,435,7,-277.6344971,4.496697998,741.2043457,31.04615593,65.94404855,5.675698757,249.0390625,6.533065796,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,11,0,197,300,330,61,942,476,7,-277.0616211,5.078729248,740.9014893,28.98122025,63.86283673,5.909339905,248.975296,6.469760418,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,11,30,201,358,366,62,952,502,7,-276.7835144,5.361260986,740.6971436,28.2446785,62.49916727,6.17207098,248.975296,6.393936157,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,12,0,201,386,383,62,955,512,7,-276.5052856,5.643823242,740.4927979,27.52322578,61.90173496,6.434801579,247.5166931,6.31811142,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,12,30,213,308,357,62,952,508,7,-276.5165161,5.63237915,740.5639648,28.33922863,62.09319195,6.623010159,247.5166931,6.292769909,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,13,0,209,265,330,61,943,488,4,-276.5278076,5.620904541,740.6351929,29.15798664,63.06618702,6.811218739,246.0857239,6.267428398,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,13,30,184,337,327,59,927,455,8,-276.8371643,5.306695557,740.8519287,31.04974747,64.78467558,6.848371029,246.0857239,6.031163216,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,14,0,171,267,275,57,903,407,8,-277.146521,4.992486572,741.0686035,33.02223969,67.18998867,6.885522842,244.0549622,5.79489851,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,14,30,134,30,144,53,867,347,7,-277.813269,4.315026855,741.2677612,35.66357422,70.2094384,6.804996967,244.0549622,5.757014751,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,15,0,97,416,213,49,815,276,8,-278.4797729,3.637536621,741.4669189,38.50678635,73.76486637,6.724470615,242.8500366,5.719130993,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,15,30,84,196,125,42,734,198,7,-279.4383911,2.662561035,741.6264648,42.85803986,77.77933882,6.609274387,242.8500366,5.86286068,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,16,0,52,149,73,33,603,115,6,-280.3962463,1.687585449,741.7859497,47.69799995,82.18135836,6.494078636,243.4367828,6.006590843,4,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,16,30,19,89,24,19,363,38,6,-280.8498901,1.225488281,741.9783936,50.19118118,86.90664029,6.357828617,243.4367828,6.088232517,4,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,17,0,0,0,0,0,0,0,7,-281.3033203,0.763360596,742.1707764,52.84103394,91.90245265,6.221579075,244.6931152,6.169874191,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,17,30,0,0,0,0,0,0,7,-281.5574402,0.504266357,742.3657227,53.68468475,97.11611763,6.075296879,244.6931152,6.199376106,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,18,0,0,0,0,0,0,0,6,-281.811438,0.245202637,742.5606079,54.53302383,102.5072615,5.929014683,245.2845154,6.228878021,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,18,30,0,0,0,0,0,0,7,-282.0022034,0.050622559,742.6395264,54.91700745,108.0387872,5.848741531,245.2845154,6.236404419,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,19,0,0,0,0,0,0,0,7,-282.1928772,-0.143927002,742.7185059,55.29016113,113.6770083,5.76846838,244.7348328,6.243930817,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,19,30,0,0,0,0,0,0,7,-282.3039001,-0.257177734,742.5964355,54.91569901,119.3898583,5.837416172,244.7348328,6.181815147,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,20,0,0,0,0,0,0,0,7,-282.4149536,-0.370428467,742.4744263,54.51857758,125.1446702,5.906364441,242.6962128,6.119699955,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,20,30,0,0,0,0,0,0,6,-282.4491638,-0.405310059,742.345459,53.92292786,130.9050987,6.095340729,242.6962128,6.097973347,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,21,0,0,0,0,0,0,0,6,-282.483374,-0.44019165,742.2165527,53.30594444,136.6263334,6.284317017,239.2466583,6.076246738,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,21,30,0,0,0,0,0,0,6,-282.4643616,-0.420690918,742.0336914,52.57217407,142.2468935,6.394756794,239.2466583,6.114215851,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,22,0,0,0,0,0,0,0,6,-282.4453186,-0.401190186,741.8508301,51.81814575,147.6735148,6.505197048,236.248764,6.152184486,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,22,30,0,0,0,0,0,0,7,-282.3797974,-0.334265137,741.6674805,51.24774742,152.7522296,6.536999226,236.248764,6.267551422,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,23,0,0,0,0,0,0,0,1,-282.3143066,-0.267340088,741.4840698,50.66189384,157.2148117,6.568801403,235.4667969,6.382917881,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,8,23,30,0,0,0,0,0,0,1,-282.1625732,-0.112493896,741.3148193,50.57312393,160.6022427,6.566279888,235.4667969,6.564973831,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,0,0,0,0,0,0,0,0,1,-282.0108093,0.042382813,741.1456299,50.4805069,162.2671932,6.56375885,237.1828156,6.747029305,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,0,30,0,0,0,0,0,0,8,-281.7831177,0.274621582,741.1878662,50.74636459,161.7243426,6.432256699,237.1828156,6.931996822,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,1,0,0,0,0,0,0,0,8,-281.555304,0.506860352,741.2300415,51.01328468,159.1474118,6.300755024,241.0872498,7.11696434,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,1,30,0,0,0,0,0,0,8,-281.3703064,0.695336914,741.5148315,51.69815445,155.1710462,6.151619911,241.0872498,7.186268806,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,2,0,0,0,0,0,0,0,8,-281.1852783,0.883813477,741.7996216,52.39683342,150.3677174,6.002484322,247.6652374,7.255573273,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,2,30,0,0,0,0,0,0,7,-281.0996765,0.97097168,742.0567627,52.87996292,145.0955463,5.77918148,247.6652374,7.243419647,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,3,0,0,0,0,0,0,0,7,-281.0140442,1.058129883,742.3139038,53.37029648,139.559232,5.555878639,253.7979279,7.231265545,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,3,30,0,0,0,0,0,0,8,-281.0058655,1.066339111,742.6136475,53.73796654,133.8786804,5.350564003,253.7979279,7.148337841,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,4,0,0,0,0,0,0,0,4,-280.9977478,1.074517822,742.9133301,54.10948181,128.129321,5.145249367,257.5539246,7.065410137,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,4,30,0,0,0,0,0,0,1,-281.0785278,0.992120361,743.177124,54.30187607,122.3632461,5.08180809,257.5539246,6.92195797,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,5,0,0,0,0,0,0,0,0,-281.1593079,0.9097229,743.440979,54.49291801,116.6204009,5.018366814,258.3607788,6.778505802,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,5,30,0,0,0,0,0,0,0,-281.2379822,0.829400635,743.7686157,54.51930618,110.9348513,5.127670288,258.3607788,6.746286392,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,6,0,0,0,0,0,0,0,0,-281.3167175,0.749047852,744.0962524,54.54220963,105.3386048,5.236973763,257.7310791,6.714066982,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,6,30,0,0,0,0,0,0,1,-281.18479,0.883447266,744.2911987,53.96879768,99.86420432,5.267407417,257.7310791,6.789626122,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,7,0,0,0,0,0,0,0,0,-281.052832,1.01784668,744.486145,53.39878464,94.54670826,5.297841072,257.8270874,6.865184784,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,7,30,0,0,0,0,0,0,1,-280.1289124,1.958825684,744.7271118,50.03009415,89.42227607,5.258024693,257.8270874,6.923883438,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,8,0,27,511,75,27,511,75,0,-279.2041992,2.899804688,744.9680786,46.89771271,84.54395971,5.218207836,257.8202209,6.982582569,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,8,30,38,687,158,38,687,158,0,-278.2039246,3.916894531,745.2907715,43.83180237,79.95709631,5.193423748,257.8202209,6.837517738,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,9,0,46,790,241,46,790,241,0,-277.2029175,4.933984375,745.6134033,40.96429825,75.72261702,5.16863966,256.6017456,6.692452908,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,9,30,51,856,317,51,856,317,1,-276.4020142,5.747338867,745.8477783,37.79729652,71.90843348,5.178432941,256.6017456,6.629365444,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,10,0,56,899,384,56,899,384,1,-275.6008057,6.560662842,746.0820923,34.90076828,68.58922728,5.188226223,254.9347992,6.566277981,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,10,30,59,928,439,59,928,439,1,-275.1554626,7.012658691,745.9185791,33.13937473,65.84352872,5.249566078,254.9347992,6.6606884,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,11,0,61,947,480,61,947,480,1,-274.7100891,7.464624023,745.7550659,31.48576164,63.74829752,5.310905933,253.1144409,6.75509882,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,11,30,62,956,506,62,956,506,0,-274.5168823,7.660638428,745.5852051,30.88211727,62.3711525,5.591180325,253.1144409,6.57357502,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,12,0,63,959,517,63,959,517,1,-274.3237061,7.856652832,745.4153442,30.29772091,61.76142459,5.871454716,249.6534576,6.392050743,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,12,30,141,620,433,62,955,512,2,-274.2737793,7.907312012,745.4277954,30.33059788,61.94232601,6.319131374,249.6534576,6.127260208,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,13,0,136,614,416,61,944,491,8,-274.2238525,7.957940674,745.4402466,30.3647356,62.90687708,6.766808033,244.7133942,5.862469673,4,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,13,30,116,650,395,60,926,457,8,-274.4670776,7.711206055,745.5449829,31.12801075,64.61915602,7.131362438,244.7133942,5.565911293,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,14,0,57,900,409,57,900,409,1,-274.7102417,7.464471436,745.6497192,31.9147501,67.02038019,7.495916843,239.707077,5.26935339,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,14,30,146,259,234,53,862,348,3,-275.4988159,6.664239502,745.7612305,34.39537621,70.03757991,7.882011414,239.707077,5.216160774,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,15,0,87,498,228,49,807,277,8,-276.2871155,5.863977051,745.8727417,37.08844852,73.592234,8.268105507,238.347168,5.162968159,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,15,30,42,725,198,42,725,198,1,-277.4663757,4.666253662,745.8912354,41.92836094,77.60703707,8.531985283,238.347168,5.201596737,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,16,0,33,594,116,33,594,116,0,-278.6447205,3.468560791,745.909729,47.42213058,82.01015856,8.795865059,241.4496307,5.240225315,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,16,30,19,360,40,19,360,40,1,-279.1088013,2.99654541,746.006958,50.48749733,86.73705759,8.91563797,241.4496307,5.27589941,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,17,0,0,0,0,0,0,0,4,-279.5726685,2.524560547,746.104187,53.76617622,91.7346433,9.035410881,247.4208527,5.311573505,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,17,30,0,0,0,0,0,0,1,-279.7316345,2.36272583,746.253418,55.52448845,96.95021341,9.08125782,247.4208527,5.298197746,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,18,0,0,0,0,0,0,0,1,-279.8905701,2.200921631,746.4026489,57.36217499,102.3431909,9.127104759,253.7561951,5.284822464,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,18,30,0,0,0,0,0,0,1,-280.0047363,2.084649658,746.4997559,58.36492538,107.8763558,9.070508957,253.7561951,5.356563568,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,19,0,0,0,0,0,0,0,1,-280.1189026,1.968408203,746.5968628,59.39200974,113.5159097,9.013913155,256.8560791,5.428305149,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,19,30,0,0,0,0,0,0,0,-280.1809448,1.905206299,746.6365356,59.54237366,119.2296733,9.01974678,256.8560791,5.536406517,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,20,0,0,0,0,0,0,0,1,-280.2430176,1.842004395,746.6762085,59.68433189,124.9848561,9.02558136,256.4162292,5.644507885,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,20,30,0,0,0,0,0,0,1,-280.2703918,1.814172363,746.5666504,58.98994637,130.7449693,8.988789558,256.4162292,5.761189461,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,21,0,0,0,0,0,0,0,1,-280.2977661,1.786340332,746.4570923,58.28713989,136.4650363,8.951997757,255.9703979,5.877871513,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,21,30,0,0,0,0,0,0,0,-280.3068909,1.777093506,746.2703857,57.00616455,142.0834061,8.839048386,255.9703979,5.935002327,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,22,0,0,0,0,0,0,0,0,-280.3160461,1.76784668,746.0837402,55.71913528,147.5067309,8.726099014,256.3205566,5.992132664,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,22,30,0,0,0,0,0,0,1,-280.3411011,1.74239502,745.855957,53.99700928,152.5813606,8.587193489,256.3205566,5.941246033,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,23,0,0,0,0,0,0,0,1,-280.366156,1.716943359,745.6281738,52.26707458,157.0407149,8.448288918,256.317688,5.890358925,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,9,23,30,0,0,0,0,0,0,4,-280.4379028,1.643914795,745.4875488,50.37924004,160.4307141,8.433458328,256.317688,5.747796535,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,10,0,0,0,0,0,0,0,0,4,-280.5096802,1.57088623,745.3469849,48.4851265,162.11265,8.418626785,253.8835602,5.605234146,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,10,0,30,0,0,0,0,0,0,7,-280.5792297,1.500054932,745.2843018,46.91697502,161.6035035,8.794486046,253.8835602,5.553710938,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,10,1,0,0,0,0,0,0,0,7,-280.6487793,1.42925415,745.2216797,45.34972382,159.0643893,9.170344353,250.7382507,5.502188206,0,,,,,,,,,,,,,,,,,,,,,,,,,
2005,1,10,1,30,0,0,0,0,0,0,7,-280.7222046,1.354486084,745.0944824,44.0536232,155.1182332,9.640969276,250.7382507,5.571027756,0,,,,,,,,,,,,,,,,,,,,,,,,,
