Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,466290,-,-,-,39.73,-105.18,-7,1820,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Wind Direction,Wind Speed,Fill Flag
2004,1,1,0,0,0,0,0,0,0,0,7,-17.145819091796852,-2.9768737792968523,742.2459716796875,32.6535758972168,163.2964497059105,2.6306984424591064,253.73635864257812,5.536962509155273,0
2004,1,1,0,30,0,0,0,0,0,0,4,-17.068212890624977,-3.1409973144531023,742.312744140625,33.2706413269043,162.42667246096403,2.592085361480713,253.73635864257812,5.549337387084961,0
2004,1,1,1,0,0,0,0,0,0,0,0,-16.991003417968727,-3.3051513671874773,742.3795776367188,33.898643493652344,159.52665768680873,2.5534722805023193,254.99766540527344,5.561712741851807,0
2004,1,1,1,30,0,0,0,0,0,0,0,-16.949285888671852,-3.4420837402343523,742.3400268554688,34.36653137207031,155.31222120834366,2.6121017932891846,254.99766540527344,5.5854082107543945,0
2004,1,1,2,0,0,0,0,0,0,0,0,-16.907690429687477,-3.5790161132812273,742.3004760742188,34.840858459472656,150.35426514425396,2.67073130607605,257.2164001464844,5.609103202819824,0
2004,1,1,2,30,0,0,0,0,0,0,0,-16.914862060546852,-3.6387695312499773,742.3499755859375,34.97582244873047,144.98672149039635,2.7656688690185547,257.2164001464844,5.700565338134766,0
2004,1,1,3,0,0,0,0,0,0,0,0,-16.922003173828102,-3.6985229492187273,742.3995361328125,35.111366271972656,139.394535914039,2.8606066703796387,260.5990905761719,5.792026996612549,0
2004,1,1,3,30,0,0,0,0,0,0,-15,-16.919409179687477,-3.7099365234374773,742.556396484375,35.14900588989258,133.68499034009756,2.965219736099243,260.5990905761719,5.875552654266357,1
2004,1,1,4,0,0,0,0,0,0,0,1,-16.916784667968727,-3.7213500976562273,742.7132568359375,35.18668746948242,127.92586958106263,3.0698328018188477,263.37200927734375,5.959078311920166,0
2004,1,1,4,30,0,0,0,0,0,0,0,-16.821997070312477,-3.7206176757812273,742.956787109375,35.4652214050293,122.1646744425313,3.214864492416382,263.37200927734375,5.96595573425293,0
2004,1,1,5,0,0,0,0,0,0,0,0,-16.727789306640602,-3.7198852539062273,743.2003784179688,35.74390411376953,116.43861243315696,3.359895944595337,263.4737548828125,5.972833633422852,0
2004,1,1,5,30,0,0,0,0,0,0,1,-16.537634277343727,-3.7453063964843523,743.3978271484375,36.385501861572266,110.780168722148,3.3443846702575684,263.4737548828125,5.909315586090088,0
2004,1,1,6,0,0,0,0,0,0,0,1,-16.350042724609352,-3.7707275390624773,743.5952758789062,37.02977752685547,105.22052144132184,3.328873634338379,263.263671875,5.845797538757324,0
2004,1,1,6,30,0,0,0,0,0,0,4,-16.196356201171852,-3.7259277343749773,743.8184814453125,37.38145065307617,99.79188978699581,3.169001579284668,263.263671875,5.746800899505615,0
2004,1,1,7,0,0,0,0,0,0,0,4,-16.044287109374977,-3.6811279296874773,744.0416259765625,37.73067855834961,94.52935218897262,3.009129762649536,264.582763671875,5.647804260253906,0
2004,1,1,7,30,0,0,0,0,0,0,1,-15.822698974609352,-2.7257446289062273,744.2401733398438,35.79219436645508,89.46921217009447,2.9460456371307373,264.582763671875,5.442749977111816,0
2004,1,1,8,0,31,381,66,28,519,76,8,-15.605017089843727,-1.7703308105468523,744.438720703125,33.96023941040039,84.66509313262037,2.8829617500305176,263.6714172363281,5.237696170806885,4
2004,1,1,8,30,38,586,138,39,698,159,8,-15.493261718749977,-0.30744018554685226,744.5009765625,30.79762077331543,80.16242300766962,2.9135398864746094,263.6714172363281,5.1025590896606445,0
2004,1,1,9,0,63,561,199,47,802,241,8,-15.383306884765602,1.1554504394531477,744.5631713867188,27.961048126220703,76.02218765223125,2.944118022918701,261.61273193359375,4.967422008514404,0
2004,1,1,9,30,43,845,300,53,867,317,7,-15.620031738281227,2.3896423339843977,744.3199462890625,25.103673934936523,72.31182845099579,2.9564454555511475,261.61273193359375,5.011836051940918,0
2004,1,1,10,0,57,911,382,57,911,382,1,-15.861090087890602,3.6238647460937727,744.0767211914062,22.549135208129883,69.10475321453558,2.9687726497650146,256.72314453125,5.05625057220459,0
2004,1,1,10,30,60,939,435,60,939,435,1,-15.935827636718727,4.482812500000023,743.68798828125,21.099058151245117,66.47713968016294,3.1000092029571533,256.72314453125,5.111725807189941,0
2004,1,1,11,0,62,956,474,62,956,474,1,-16.011175537109352,5.341790771484398,743.2992553710938,19.749311447143555,64.50237908643572,3.231245517730713,251.43167114257812,5.167201519012451,0
2004,1,1,11,30,140,587,405,64,963,497,3,-15.833959960937477,5.595666503906273,743.0302734375,19.6922664642334,63.24346494710298,3.632859945297241,251.43167114257812,5.108822822570801,0
2004,1,1,12,0,132,637,423,64,962,505,7,-15.659277343749977,5.849572753906273,742.7612915039062,19.631488800048828,62.744607145609464,4.0344743728637695,246.4954376220703,5.050444602966309,0
2004,1,1,12,30,64,956,498,64,956,498,0,-15.324926757812477,5.630975341796898,742.6773681640625,20.489736557006836,63.024281097457106,4.438597679138184,246.4954376220703,5.039648056030273,0
2004,1,1,13,0,62,943,475,62,943,475,0,-14.998602294921852,5.412408447265648,742.593505859375,21.370176315307617,64.07206053223062,4.8427205085754395,244.5790557861328,5.028851509094238,0
2004,1,1,13,30,165,394,326,60,924,439,7,-14.439184570312477,5.295861816406273,742.46337890625,22.557275772094727,65.85042370393938,5.106584548950195,244.5790557861328,5.054831504821777,0
2004,1,1,14,0,118,542,318,58,895,389,8,-13.901770019531227,5.179345703125023,742.3331909179688,23.762340545654297,68.30084529613934,5.370448112487793,243.8305206298828,5.080811023712158,0
2004,1,1,14,30,104,511,268,54,854,327,-15,-13.227758789062477,4.511102294921898,742.21923828125,26.29859161376953,71.35202909631249,5.534576892852783,243.8305206298828,4.958463668823242,1
2004,1,1,15,0,98,319,181,48,794,255,8,-12.584783935546852,3.8428588867187727,742.1052856445312,29.030746459960938,74.92791573338134,5.698705196380615,242.89549255371094,4.836116790771484,0
2004,1,1,15,30,71,251,119,41,702,176,4,-11.918402099609352,2.6687255859375227,742.0858764648438,33.27674865722656,78.95388297236188,5.794348239898682,242.89549255371094,4.950691223144531,0
2004,1,1,16,0,43,180,64,31,549,94,7,-11.281896972656227,1.4946228027343977,742.0664672851562,38.071510314941406,83.36060724506633,5.889991283416748,242.31256103515625,5.065265655517578,4
2004,1,1,16,30,16,0,16,15,262,24,6,-10.934057617187477,1.1027160644531477,741.9688720703125,40.25706481933594,88.08548795560357,5.983926296234131,242.31256103515625,5.3767852783203125,4
2004,1,1,17,0,0,0,0,0,0,0,9,-10.594519042968727,0.7108398437500227,741.871337890625,42.54023361206055,93.07854169278065,6.077861785888672,244.09573364257812,5.688304901123047,0
2004,1,1,17,30,0,0,0,0,0,0,6,-10.433081054687477,0.6263671875000227,741.5579833984375,43.3510856628418,98.28704308099829,6.232276916503906,244.09573364257812,5.9019975662231445,0
2004,1,1,18,0,0,0,0,0,0,0,6,-10.273596191406227,0.5418945312500227,741.2446899414062,44.1700439453125,103.6721664804666,6.386692047119141,245.78123474121094,6.115690231323242,0
2004,1,1,18,30,0,0,0,0,0,0,6,-10.320806884765602,0.5057312011718977,740.862060546875,44.120487213134766,109.19769368783064,6.610343933105469,245.78123474121094,6.297833442687988,0
2004,1,1,19,0,0,0,0,0,0,0,6,-10.368139648437477,0.46959838867189774,740.4794921875,44.070465087890625,114.8307062399995,6.833996295928955,249.07595825195312,6.479976177215576,0
2004,1,1,19,30,0,0,0,0,0,0,7,-10.414770507812477,0.47631225585939774,740.1620483398438,43.88682174682617,120.53985342353279,6.980494499206543,249.07595825195312,6.666560649871826,0
2004,1,1,20,0,0,0,0,0,0,0,7,-10.461523437499977,0.48305664062502274,739.8446044921875,43.703372955322266,126.29317966651189,7.126992225646973,252.2513427734375,6.853145122528076,0
2004,1,1,20,30,0,0,0,0,0,0,7,-10.231268310546852,0.47893676757814774,739.5392456054688,44.5200309753418,132.05506772691385,7.104781150817871,252.2513427734375,7.022589683532715,0
2004,1,1,21,0,0,0,0,0,0,0,7,-10.004858398437477,0.47484741210939774,739.23388671875,45.336463928222656,137.7814016514851,7.0825700759887695,254.1397247314453,7.1920342445373535,0
2004,1,1,21,30,0,0,0,0,0,0,7,-9.578039550781227,0.45263061523439774,738.8689575195312,46.96120071411133,143.41110480051674,7.019179344177246,254.1397247314453,7.283694744110107,0
2004,1,1,22,0,0,0,0,0,0,0,7,-9.163946533203102,0.43041381835939774,738.5040283203125,48.589786529541016,148.85015947945647,6.955789089202881,255.21896362304688,7.375355243682861,0
2004,1,1,22,30,0,0,0,0,0,0,1,-8.896826171874977,0.42839965820314774,738.312744140625,49.622962951660156,153.94005697492707,6.9794416427612305,255.21896362304688,7.38642692565918,0
2004,1,1,23,0,0,0,0,0,0,0,1,-8.634710693359352,0.42638549804689774,738.1215209960938,50.656009674072266,158.39710526362563,7.00309419631958,255.76913452148438,7.397499084472656,0
2004,1,1,23,30,0,0,0,0,0,0,8,-8.580419921874977,0.44875488281252274,738.1276245117188,50.788551330566406,161.72244207777004,7.048384666442871,255.76913452148438,7.346895217895508,0
2004,1,2,0,0,0,0,0,0,0,0,1,-8.526373291015602,0.47112426757814774,738.1337280273438,50.92055892944336,163.2095027685803,7.09367561340332,255.85238647460938,7.296290874481201,0
2004,1,2,0,30,0,0,0,0,0,0,7,-8.606298828124977,0.46105346679689774,738.205078125,50.641258239746094,162.37916359321855,7.084987163543701,255.85238647460938,7.208823204040527,0
2004,1,2,1,0,0,0,0,0,0,0,7,-8.686682128906227,0.45098266601564774,738.2764892578125,50.36147689819336,159.51448953581735,7.076298713684082,255.30404663085938,7.121355056762695,0
2004,1,2,1,30,0,0,0,0,0,0,7,-8.795538330078102,0.31640014648439774,738.267822265625,50.42374038696289,155.32440499312997,7.0440354347229,255.30404663085938,6.9523444175720215,0
2004,1,2,2,0,0,0,0,0,0,0,6,-8.905249023437477,0.18178710937502274,738.2590942382812,50.48298645019531,150.38158795026507,7.011772155761719,255.02349853515625,6.783333778381348,0
2004,1,2,2,30,0,0,0,0,0,0,7,-9.008642578124977,-0.009222412109352263,738.1028442382812,50.77446746826172,145.02309505557676,6.960460186004639,255.02349853515625,6.586071014404297,0
2004,1,2,3,0,0,0,0,0,0,0,7,-9.112799072265602,-0.20020141601560226,737.9465942382812,51.06532669067383,139.43605823333354,6.9091477394104,254.44680786132812,6.388808250427246,0
2004,1,2,3,30,0,0,0,0,0,0,7,-9.224981689453102,-0.43665161132810226,737.897216796875,51.49645233154297,133.7290637077176,6.831342697143555,254.44680786132812,6.165009021759033,0
2004,1,2,4,0,0,0,0,0,0,0,7,-9.338049316406227,-0.6730712890624773,737.847900390625,51.92870330810547,127.97065371496677,6.753537654876709,253.01988220214844,5.94120979309082,0
2004,1,2,4,30,0,0,0,0,0,0,7,-9.430914306640602,-0.9183105468749773,737.9077758789062,52.48291015625,122.20876947629415,6.686710834503174,253.01988220214844,5.755527496337891,0
2004,1,2,5,0,0,0,0,0,0,0,7,-9.524450683593727,-1.1635498046874773,737.9676513671875,53.0418701171875,116.48087239998662,6.619884014129639,251.34408569335938,5.569844722747803,0
2004,1,2,5,30,0,0,0,0,0,0,7,-9.598974609374977,-1.3735412597656023,738.0543212890625,53.549842834472656,110.81958699316432,6.565987586975098,251.34408569335938,5.429787635803223,0
2004,1,2,6,0,0,0,0,0,0,0,7,-9.673956298828102,-1.5835021972656023,738.1409912109375,54.06193542480469,105.25615652146122,6.512091159820557,249.9922332763672,5.289730548858643,0
