Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Version
NSRDB,997743,-,-,-,27.97,-82.46,-5,8,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,mm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,v2.0.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Temperature,Relative Humidity,Solar Zenith Angle,Wind Speed
2009,1,1,0,0,0,0,0,14.738702392578148,72.66683959960938,170.97512777145943,4.917449474334717
2009,1,1,0,30,0,0,0,14.289697265625023,71.49561309814453,174.96008929376046,4.892613410949707
2009,1,1,1,0,0,0,0,13.840722656250023,70.19776153564453,172.1992960816909,4.8677778244018555
2009,1,1,1,30,0,0,0,13.457330322265648,70.74085998535156,166.3000090926966,4.773062705993652
2009,1,1,2,0,0,0,0,13.073968505859398,71.27056884765625,159.86270703301312,4.678347587585449
2009,1,1,2,30,0,0,0,12.807153320312523,72.96131896972656,153.2868215065359,4.584295272827148
2009,1,1,3,0,0,0,0,12.540338134765648,74.692138671875,146.67015901835282,4.4902424812316895
2009,1,1,3,30,0,0,0,12.362969970703148,76.65714263916016,140.0510728789252,4.42085075378418
2009,1,1,4,0,0,0,0,12.185632324218773,78.65912628173828,133.45093391459855,4.351458549499512
2009,1,1,4,30,0,0,0,12.183526611328148,80.04602813720703,126.88549450847938,4.340065956115723
2009,1,1,5,0,0,0,0,12.181451416015648,81.43370819091797,120.36899489891579,4.328673839569092
2009,1,1,5,30,0,0,0,12.284692382812523,82.22134399414062,113.91611899001288,4.378997802734375
2009,1,1,6,0,0,0,0,12.387902832031273,82.9961929321289,107.54325229310068,4.4293212890625
2009,1,1,6,30,0,0,0,12.592553710937523,83.11360168457031,101.2695616171162,4.491141319274902
2009,1,1,7,0,0,0,0,12.797204589843773,83.21552276611328,95.11813276896251,4.552961826324463
2009,1,1,7,30,0,0,0,13.537255859375023,76.7198257446289,89.11368479553524,4.587240219116211
2009,1,1,8,0,40,339,79,14.277337646484398,70.67173767089844,83.30109242009388,4.621518611907959
2009,1,1,8,30,57,551,174,15.452233886718773,64.75753784179688,77.71658155093733,4.690299034118652
2009,1,1,9,0,69,672,272,16.627130126953148,59.36725616455078,72.41709903101605,4.7590789794921875
2009,1,1,9,30,78,749,365,17.952966308593773,55.19326400756836,67.47206374511218,4.90806770324707
2009,1,1,10,0,84,801,449,19.278802490234398,51.342933654785156,62.966841728367704,5.057055950164795
2009,1,1,10,30,89,837,521,20.157617187500023,49.0253791809082,59.00379880265076,5.003815650939941
2009,1,1,11,0,93,862,579,21.036401367187523,46.82245635986328,55.70006866361171,4.95057487487793
2009,1,1,11,30,96,878,622,21.513177490234398,45.61830520629883,53.17969898162889,4.817635536193848
2009,1,1,12,0,97,887,649,21.989923095703148,44.448246002197266,51.558454122006204,4.684695720672607
2009,1,1,12,30,238,483,543,22.211785888671898,43.976375579833984,50.92275464322797,4.576810836791992
2009,1,1,13,0,287,274,459,22.433618164062523,43.50981140136719,51.309429295709606,4.468925952911377
2009,1,1,13,30,278,271,442,22.424310302734398,43.75429916381836,52.695884428950684,4.381110191345215
2009,1,1,14,0,205,495,489,22.415002441406273,43.998985290527344,55.006221978082394,4.2932939529418945
2009,1,1,14,30,90,838,533,22.149926757812523,44.982643127441406,58.12980306092416,4.239154815673828
2009,1,1,15,0,85,805,464,21.884881591796898,45.98796463012695,61.942922897989575,4.185015678405762
2009,1,1,15,30,78,759,383,21.323205566406273,48.007991790771484,66.32576543142613,4.197942733764648
2009,1,1,16,0,70,694,294,20.761560058593773,50.11982727050781,71.17196978992078,4.210870265960693
2009,1,1,16,30,57,605,199,19.986627197265648,53.7642707824707,76.39201251427973,4.210595607757568
2009,1,1,17,0,34,523,108,19.211694335937523,57.66276168823242,81.91277720091296,4.210320949554443
2009,1,1,17,30,0,0,0,18.600274658203148,61.36420822143555,87.67484953720054,4.298768997192383
2009,1,1,18,0,0,0,0,17.988854980468773,65.27978515625,93.63674249792723,4.387216567993164
2009,1,1,18,30,0,0,0,17.533166503906273,67.3484115600586,99.75463027805189,4.404509544372559
2009,1,1,19,0,0,0,0,17.077478027343773,69.4884033203125,106.00118527042007,4.421802520751953
2009,1,1,19,30,0,0,0,16.757806396484398,71.0053482055664,112.35215035860449,4.373093605041504
2009,1,1,20,0,0,0,0,16.438134765625023,72.55852508544922,118.78748269712355,4.324384689331055
2009,1,1,20,30,0,0,0,16.203088378906273,73.78524780273438,125.2901726463682,4.255332946777344
2009,1,1,21,0,0,0,0,15.968041992187523,75.03429412841797,131.84515570124455,4.186281681060791
2009,1,1,21,30,0,0,0,15.808801269531273,76.49781036376953,138.43810900142768,4.126120567321777
2009,1,1,22,0,0,0,0,15.649591064453148,77.98416137695312,145.053700350469,4.065959453582764
2009,1,1,22,30,0,0,0,15.562005615234398,79.47555541992188,151.6721447494911,4.021641731262207
2009,1,1,23,0,0,0,0,15.474420166015648,80.98143005371094,158.2602707270127,3.9773237705230713
2009,1,1,23,30,0,0,0,15.453210449218773,82.28532409667969,164.74073037031258,3.9137868881225586
2009,1,2,0,0,0,0,0,15.431970214843773,83.59245300292969,170.83696379481268,3.850250005722046
2009,1,2,0,30,0,0,0,15.489892578125023,84.7031478881836,174.85698482650525,3.7405827045440674
2009,1,2,1,0,0,0,0,15.547814941406273,85.8048095703125,172.22174962145976,3.630915403366089
2009,1,2,1,30,0,0,0,15.684472656250023,86.23355865478516,166.36149918231598,3.479696273803711
2009,1,2,2,0,0,0,0,15.821160888671898,86.64857482910156,159.9357837237435,3.328477144241333
2009,1,2,2,30,0,0,0,15.937860107421898,86.90352630615234,153.36391582939495,3.180227041244507
2009,1,2,3,0,0,0,0,16.054528808593773,87.15070343017578,146.74822836662625,3.0319769382476807
2009,1,2,3,30,0,0,0,16.090661621093773,87.697265625,140.12853251211916,2.9915966987609863
2009,1,2,4,0,0,0,0,16.126763916015648,88.24105834960938,133.52678044444866,2.951216459274292
2009,1,2,4,30,0,0,0,16.089959716796898,88.86042785644531,126.95898137701481,2.9523861408233643
2009,1,2,5,0,0,0,0,16.053186035156273,89.48214721679688,120.43948676841754,2.9535558223724365
2009,1,2,5,30,0,0,0,16.047845458984398,90.1561050415039,113.98301455104361,2.9636266231536865
2009,1,2,6,0,0,0,0,16.042504882812523,90.83092498779297,107.60593594083412,2.9736974239349365
2009,1,2,6,30,0,0,0,16.105737304687523,90.4037094116211,101.32736765733902,2.982217788696289
2009,1,2,7,0,0,0,0,16.168969726562523,89.97858428955078,95.1703146682392,2.9907381534576416
2009,1,2,7,30,0,0,0,16.535241699218773,84.5587158203125,89.15934101329489,2.862664222717285
2009,1,2,8,0,40,92,51,16.901483154296898,79.34845733642578,83.33931188321364,2.7345900535583496
2009,1,2,8,30,56,527,168,17.980615234375023,72.54441833496094,77.7461695203821,2.703287363052368
2009,1,2,9,0,98,0,98,19.059747314453148,66.32740783691406,72.43670841005716,2.6719846725463867
2009,1,2,9,30,77,725,354,20.085717773437523,63.27838134765625,67.48016558264698,2.665778160095215
2009,1,2,10,0,158,461,368,21.111718750000023,60.37611389160156,62.961760134585944,2.659571647644043
2009,1,2,10,30,173,515,439,21.900506591796898,58.40534591674805,58.9838131580662,2.627408981323242
2009,1,2,11,0,246,311,422,22.689324951171898,56.49741744995117,55.663611414602286,2.5952465534210205
2009,1,2,11,30,237,435,499,23.305078125000023,54.48405075073242,53.12565742544294,2.5913777351379395
2009,1,2,12,0,96,869,638,23.920831298828148,52.549339294433594,51.48652445888458,2.5875089168548584
2009,1,2,12,30,97,873,649,24.389947509765648,50.743656158447266,50.833712494738286,2.5731360912323
2009,1,2,13,0,97,872,643,24.859063720703148,49.002281188964844,51.205149423199884,2.558763265609741
2009,1,2,13,30,95,864,621,24.845605468750023,48.55540084838867,52.5790449804283,2.5061726570129395
2009,1,2,14,0,93,850,582,24.832177734375023,48.10798645019531,54.87981515338323,2.4535820484161377
